"","movie_id","director_id","director_name"
"725",11133,18069,"Brian Gibson"
"726",8009,52968,"Russell Mulcahy"
"727",679,2710,"James Cameron"
"728",10013,1776,"Francis Ford Coppola"
"729",10945,14911,"Penny Marshall"
"730",11037,64508,"Sidney J. Furie"
"731",13766,92554,"Harry Winer"
"732",30194,10439,"Marshall Brickman"
"733",20858,4964,"Hal Ashby"
"734",10068,7270,"Adrian Lyne"
"735",58048,134639,"Jim Goddard"
"736",46948,39996,"Sidney Lumet"
"737",744,893,"Tony Scott"
"738",9426,224,"David Cronenberg"
"739",13818,5342,"Mike Nichols"
"740",10015,190,"Clint Eastwood"
"741",26555,1524,"Harold Ramis"
"742",13853,1044,"Michael Chapman"
"743",9941,47773,"Paul Mazursky"
"744",9994,15810,"Ron Clements"
"745",9994,15811,"John Musker"
"746",9994,61677,"Burny Mattinson"
"747",9994,61678,"David Michener"
"748",26789,73496,"Richard Pearce"
"749",11873,1032,"Martin Scorsese"
"750",8856,16513,"John G. Avildsen"
"751",13698,6159,"Ron Howard"
"752",31659,1150,"Brian De Palma"
"753",24103,3460,"Gene Wilder"
"754",12118,41720,"Jerry Paris"
"755",29968,1201,"Garry Marshall"
"756",2620,67753,"Mark L. Lester"
"757",31909,10051,"Tobe Hooper"
"758",15596,69801,"Alan Metter"
"759",12151,12987,"David Zucker"
"760",12151,3415,"Jerry Zucker"
"761",12151,12936,"Jim Abrahams"
"762",10466,24318,"Richard Benjamin"
"763",2605,12840,"John Badham"
"764",11038,67897,"Jeff Kanew"
"765",9873,43786,"Robert Mandel"
"766",12704,58251,"Elaine May"
"767",171147,1880758,"Doug Rogers"
"768",10110,488,"Steven Spielberg"
"769",600,240,"Stanley Kubrick"
"770",96,893,"Tony Scott"
"771",865,12988,"Paul Michael Glaser"
"772",2614,4600,"Joe Dante"
"773",40962,40542,"Héctor Babenco"
"774",117,1150,"Brian De Palma"
"775",11548,12677,"Matthew Robbins"
"776",1825,33008,"Menahem Golan"
"777",24828,66548,"Paul Weiland"
"778",580,15663,"Joseph Sargent"
"779",957,14639,"Mel Brooks"
"780",6069,20629,"George Miller"
"781",10780,1201,"Garry Marshall"
"782",11649,70737,"Gary Goddard"
"783",12626,3388,"James L. Brooks"
"784",10023,7190,"Tom Mankiewicz"
"785",26827,15890,"James Foley"
"786",918,1927,"Blake Edwards"
"787",18410,42171,"Jonathan Kaplan"
"788",10587,65688,"Jim Drake"
"789",11411,64508,"Sidney J. Furie"
"790",635,9168,"Alan Parker"
"791",31650,578,"Ridley Scott"
"792",2493,3026,"Rob Reiner"
"793",30890,1243,"Woody Allen"
"794",2039,13563,"Norman Jewison"
"795",941,7187,"Richard Donner"
"796",106,1090,"John McTiernan"
"797",2609,11505,"John Hughes"
"798",10673,1152,"Oliver Stone"
"799",10083,21370,"Roger Donaldson"
"800",11215,56106,"Charles Shyer"
"801",17258,56381,"James Toback"
"802",10859,12840,"John Badham"
"803",10998,7270,"Adrian Lyne"
"804",11896,518,"Danny DeVito"
"805",801,8246,"Barry Levinson"
"806",5548,10491,"Paul Verhoeven"
"807",32076,19304,"John Schlesinger"
"808",42010,72427,"Alan Rudolph"
"809",10021,18378,"Herbert Ross"
"810",11584,64061,"Fred Schepisi"
"811",61178,6729,"Robert Benton"
"812",13509,44056,"Fred Dekker"
"813",12154,1749,"Leonard Nimoy"
"814",10081,56828,"Christopher Cain"
"815",36914,64877,"Rod Daniel"
"816",856,24,"Robert Zemeckis"
"817",1370,16589,"Peter MacDonald"
"818",847,6159,"Ron Howard"
"819",9647,7187,"Richard Donner"
"820",12233,71792,"George Scribner"
"821",9602,4610,"John Landis"
"822",9013,769,"Martin Brest"
"823",9604,1723,"Walter Hill"
"824",562,1090,"John McTiernan"
"825",3525,5342,"Mike Nichols"
"826",380,8246,"Barry Levinson"
"827",17170,14838,"James Bridges"
"828",10001,61797,"Yahoo Serious"
"829",2617,26502,"Howard Deutch"
"830",10396,11057,"Robert Towne"
"831",28176,1776,"Francis Ford Coppola"
"832",13192,13493,"Colin Chilvers"
"833",13192,60220,"Will Vinton"
"834",13192,238647,"Jerry Kramer"
"835",13192,1170399,"Jim Blashfield"
"836",20443,23914,"Bud S. Smith"
"837",13482,4135,"Robert Redford"
"838",7520,21370,"Roger Donaldson"
"839",15592,1201,"Garry Marshall"
"840",19382,5342,"Mike Nichols"
"841",10651,66226,"Buddy Van Horn"
"842",10675,3556,"Roman Polanski"
"843",12714,11505,"John Hughes"
"844",30502,8876,"Randal Kleiser"
"845",12120,24318,"Richard Benjamin"
"846",14170,9577,"George Roy Hill"
"847",2280,14911,"Penny Marshall"
"848",26798,16544,"Ted Kotcheff"
"849",11285,40549,"Daniel Petrie"
"850",10644,648,"Philip Kaufman"
"851",10128,43513,"Graham Baker"
"852",38560,1927,"Blake Edwards"
"853",12663,64195,"Joseph Zito"
"854",9493,8858,"Ivan Reitman"
"855",4011,510,"Tim Burton"
"856",1632,9168,"Alan Parker"
"857",11966,19142,"Kenneth Johnson"
"858",40820,11834,"David Seltzer"
"859",21362,17016,"Neil Jordan"
"860",35119,64061,"Fred Schepisi"
"861",12505,24318,"Richard Benjamin"
"862",9396,57594,"John Cornell"
"863",859,3224,"Stephen Frears"
"864",11825,14995,"Alan Myerson"
"865",104301,1749,"Leonard Nimoy"
"866",75889,12804,"Peter Yates"
"867",11967,56828,"Christopher Cain"
"868",48719,39012,"Peter Bogdanovich"
"869",9618,58728,"Andrei Konchalovsky"
"870",53150,147594,"David Irving"
"871",89,488,"Steven Spielberg"
"872",2756,2710,"James Cameron"
"873",165,24,"Robert Zemeckis"
"874",10144,15811,"John Musker"
"875",10144,15810,"Ron Clements"
"876",2978,8858,"Ivan Reitman"
"877",268,510,"Tim Burton"
"878",172,1748,"William Shatner"
"879",37606,3974,"Miloš Forman"
"880",11352,488,"Steven Spielberg"
"881",4105,578,"Ridley Scott"
"882",9085,776,"Eddie Murphy"
"883",5825,34682,"Jeremiah S. Chechik"
"884",249,518,"Danny DeVito"
"885",43345,69315,"Luis Puenzo"
"886",942,7187,"Richard Donner"
"887",14372,16566,"George P. Cosmatos"
"888",9972,38689,"John Flynn"
"889",10142,1150,"Brian De Palma"
"890",1552,6159,"Ron Howard"
"891",11157,53861,"Susan Seidelman"
"892",505,1723,"Walter Hill"
"893",19124,13015,"Phillip Noyce"
"894",12150,23213,"Harold Becker"
"895",21291,70738,"Gary David Goldberg"
"896",11562,1243,"Woody Allen"
"897",20006,66226,"Buddy Van Horn"
"898",9354,4945,"Joe Johnston"
"899",11974,4600,"Joe Dante"
"900",11185,133259,"Arthur Hiller"
"901",9665,9181,"Edward Zwick"
"902",22102,67897,"Jeff Kanew"
"903",19118,23677,"Joe Pytka"
"904",32855,13563,"Norman Jewison"
"905",12236,65688,"Jim Drake"
"906",10345,64877,"Rod Daniel"
"907",11465,15206,"Jim McBride"
"908",41938,4782,"Michael Crichton"
"909",10344,64875,"Chris Walas"
"910",207,2690,"Peter Weir"
"911",639,3026,"Rob Reiner"
"912",2028,11649,"Cameron Crowe"
"913",3064,716,"Emile Ardolino"
"914",31606,12989,"Andrew Davis"
"915",20307,62020,"Jack Sholder"
"916",20713,8328,"John Milius"
"917",47070,88458,"Robert Ellis Miller"
"918",10860,18378,"Herbert Ross"
"919",2323,23968,"Phil Alden Robinson"
"920",1573,16938,"Renny Harlin"
"921",861,10491,"Paul Verhoeven"
"922",2119,893,"Tony Scott"
"923",242,1776,"Francis Ford Coppola"
"924",928,4600,"Joe Dante"
"925",9548,16938,"Renny Harlin"
"926",8592,6449,"Warren Beatty"
"927",9586,1150,"Brian De Palma"
"928",1375,16513,"John G. Avildsen"
"929",196,24,"Robert Zemeckis"
"930",22189,2226,"Sydney Pollack"
"931",11595,1723,"Walter Hill"
"932",11135,74297,"Hendel Butoy"
"933",11135,65530,"Mike Gabriel"
"934",11856,1724,"Roger Spottiswoode"
"935",169,2042,"Stephen Hopkins"
"936",5549,10930,"Irvin Kershner"
"937",6488,664,"Frank Marshall"
"938",11005,14911,"Penny Marshall"
"939",4587,24318,"Richard Benjamin"
"940",1669,1090,"John McTiernan"
"941",10485,16897,"Sidney Poitier"
"942",1551,5572,"Joel Schumacher"
"943",769,1032,"Martin Scorsese"
"944",2565,26095,"John Patrick Shanley"
"945",2291,7270,"Adrian Lyne"
"946",25943,57594,"John Cornell"
"947",28761,190,"Clint Eastwood"
"948",36094,18854,"Martin Ritt"
"949",251,3415,"Jerry Zucker"
"950",581,1269,"Kevin Costner"
"951",11092,6349,"Alan J. Pakula"
"952",22414,5342,"Mike Nichols"
"953",10170,64061,"Fred Schepisi"
"954",1727,12840,"John Badham"
"955",162,510,"Tim Burton"
"956",1700,3026,"Rob Reiner"
"957",9086,32277,"Geoff Murphy"
"958",10837,67056,"Bob Hathcock"
"959",2612,27444,"James Orr"
"960",32669,514,"Jack Nicholson"
"961",771,10965,"Chris Columbus"
"962",2990,19304,"John Schlesinger"
"963",33796,19450,"Bob Rafelson"
"964",31676,12114,"Michael Cimino"
"965",31597,37710,"Peter Hyams"
"966",9556,7623,"Sam Raimi"
"967",951,8858,"Ivan Reitman"
"968",11060,6111,"Mike Figgis"
"969",10729,2357,"Howard Franklin"
"970",10729,1532,"Bill Murray"
"971",24558,12698,"Bob Clark"
"972",280,2710,"James Cameron"
"973",2924,6159,"Ron Howard"
"974",879,488,"Steven Spielberg"
"975",9292,7145,"Michael Lehmann"
"976",8367,8300,"Kevin Reynolds"
"977",12647,6729,"Robert Benton"
"978",10249,4945,"Joe Johnston"
"979",820,1152,"Oliver Stone"
"980",25221,21958,"Mark Rydell"
"981",11933,707,"Dan Aykroyd"
"982",10537,1152,"Oliver Stone"
"983",51515,40542,"Héctor Babenco"
"984",1598,1032,"Martin Scorsese"
"985",10276,7908,"Frank Oz"
"986",11890,4610,"John Landis"
"987",18886,8328,"John Milius"
"988",68430,66086,"Mary Agnes Donoghue"
"989",8010,52968,"Russell Mulcahy"
"990",2907,5174,"Barry Sonnenfeld"
"991",10333,10400,"Barbra Streisand"
"992",10337,8246,"Barry Levinson"
"993",9319,893,"Tony Scott"
"994",3784,1201,"Garry Marshall"
"995",1406,33485,"Ron Underwood"
"996",174,1788,"Nicholas Meyer"
"997",9595,12936,"Jim Abrahams"
"998",31633,108217,"Jerry Rees"
"999",10020,62047,"Gary Trousdale"
"1000",10020,62048,"Kirk Wise"
"1001",1497,59649,"Michael Pressman"
"1002",11364,5342,"Mike Nichols"
"1003",25562,52405,"Michael Hoffman"
"1004",21338,63709,"Craig R. Baxley"
"1005",1089,14392,"Kathryn Bigelow"
"1006",11384,12840,"John Badham"
"1007",177,280,"Terry Gilliam"
"1008",37137,12987,"David Zucker"
"1009",10804,12920,"David S. Ward"
"1010",21219,42319,"Michael Karbelnikoff"
"1011",2453,18254,"Simon Wincer"
"1012",2071,5231,"Wolfgang Petersen"
"1013",53287,64877,"Rod Daniel"
"1014",11846,56106,"Charles Shyer"
"1015",11821,30365,"Michael Caton-Jones"
"1016",1649,18357,"Peter Hewitt"
"1017",13571,18378,"Herbert Ross"
"1018",274,16294,"Jonathan Demme"
"1019",73191,716,"Emile Ardolino"
"1020",9079,5572,"Joel Schumacher"
"1021",16820,29471,"Richard Franklin"
"1022",20421,40345,"Don Bluth"
"1023",364,510,"Tim Burton"
"1024",11259,6159,"Ron Howard"
"1025",9374,24,"Robert Zemeckis"
"1026",8077,7467,"David Fincher"
"1027",10411,21217,"Jonathan Lynn"
"1028",11597,8246,"Barry Levinson"
"1029",402,10491,"Paul Verhoeven"
"1030",9869,13015,"Phillip Noyce"
"1031",54087,7904,"Billy Crystal"
"1032",881,3026,"Rob Reiner"
"1033",6114,1776,"Francis Ford Coppola"
"1034",11287,14911,"Penny Marshall"
"1035",11066,68215,"Reginald Hudlin"
"1036",9361,638,"Michael Mann"
"1037",11158,8876,"Randal Kleiser"
"1038",9096,1090,"John McTiernan"
"1039",2687,11770,"John Carpenter"
"1040",943,7187,"Richard Donner"
"1041",8845,12989,"Andrew Davis"
"1042",31962,11834,"David Seltzer"
"1043",20763,7187,"Richard Donner"
"1044",1883,5281,"Spike Lee"
"1045",4823,18500,"Phil Joanou"
"1046",2005,716,"Emile Ardolino"
"1047",9475,769,"Martin Brest"
"1048",10158,4037,"Ron Shelton"
"1049",10435,4786,"Richard Attenborough"
"1050",9278,32277,"Geoff Murphy"
"1051",14239,16384,"Ralph Bakshi"
"1052",88174,57447,"Christopher Crowe"
"1053",2007,20629,"George Miller"
"1054",39472,19450,"Bob Rafelson"
"1055",28881,68212,"Carroll Ballard"
"1056",812,15811,"John Musker"
"1057",812,15810,"Ron Clements"
"1058",10407,7908,"Frank Oz"
"1059",619,8843,"Mick Jackson"
"1060",12518,41550,"Andrew Bergman"
"1061",23939,37710,"Peter Hyams"
"1062",13225,74300,"Bill Kroyer"
"1063",14361,68381,"Thom Eberhardt"
"1064",9349,6046,"Roland Emmerich"
"1065",2322,23968,"Phil Alden Robinson"
"1066",17494,42171,"Jonathan Kaplan"
"1067",19380,21370,"Roger Donaldson"
"1068",8872,58448,"Penelope Spheeris"
"1069",10326,58712,"Steve Miner"
"1070",12772,73496,"Richard Pearce"
"1071",19087,64508,"Sidney J. Furie"
"1072",10424,8966,"Bruce Robinson"
"1073",27381,4610,"John Landis"
"1074",9593,1090,"John McTiernan"
"1075",9350,16938,"Renny Harlin"
"1076",329,488,"Steven Spielberg"
"1077",9739,58838,"Marco Brambilla"
"1078",9607,58165,"Rocky Morton"
"1079",9607,58164,"Annabel Jankel"
"1080",2758,5174,"Barry Sonnenfeld"
"1081",9944,6349,"Alan J. Pakula"
"1082",5503,12989,"Andrew Davis"
"1083",37233,2226,"Sydney Pollack"
"1084",9386,5231,"Wolfgang Petersen"
"1085",867,13015,"Phillip Noyce"
"1086",7007,648,"Philip Kaufman"
"1087",8873,56155,"Stephen Surjik"
"1088",4478,7270,"Adrian Lyne"
"1089",6279,1103,"Bill Duke"
"1090",11520,18281,"Donald Petrie"
"1091",12139,14692,"Nick Castle"
"1092",35588,1723,"Walter Hill"
"1093",1689,4956,"Bernardo Bertolucci"
"1094",9702,18596,"Taylor Hackford"
"1095",10436,1032,"Martin Scorsese"
"1096",9612,18308,"Steve Barron"
"1097",31642,1152,"Oliver Stone"
"1098",7305,664,"Frank Marshall"
"1099",21845,11511,"Daniel Stern"
"1100",1049,15148,"Jon Amiel"
"1101",9559,190,"Clint Eastwood"
"1102",10057,18356,"Stephen Herek"
"1103",6075,1150,"Brian De Palma"
"1104",2149,15868,"Uli Edel"
"1105",9409,12840,"John Badham"
"1106",9024,5174,"Barry Sonnenfeld"
"1107",11566,8858,"Ivan Reitman"
"1108",10439,65310,"Kenny Ortega"
"1109",9800,16294,"Jonathan Demme"
"1110",788,10965,"Chris Columbus"
"1111",9255,12936,"Jim Abrahams"
"1112",11969,16566,"George P. Cosmatos"
"1113",11041,58448,"Penelope Spheeris"
"1114",37094,5572,"Joel Schumacher"
"1115",2259,19684,"Bille August"
"1116",46828,1927,"Blake Edwards"
"1117",6878,6592,"Duwayne Dunham"
"1118",2047,52968,"Russell Mulcahy"
"1119",424,488,"Steven Spielberg"
"1120",12121,24318,"Richard Benjamin"
"1121",10445,4786,"Richard Attenborough"
"1122",1607,380,"Robert De Niro"
"1123",5550,44056,"Fred Dekker"
"1124",11982,19305,"Tom Ropelewski"
"1125",36955,2710,"James Cameron"
"1126",9359,7187,"Richard Donner"
"1127",10395,5342,"Mike Nichols"
"1128",12160,8844,"Lawrence Kasdan"
"1129",9331,13015,"Phillip Noyce"
"1130",628,17016,"Neil Jordan"
"1131",6280,8858,"Ivan Reitman"
"1132",43742,58463,"Glenn Gordon Caron"
"1133",13,24,"Robert Zemeckis"
"1134",8984,8246,"Barry Levinson"
"1135",2164,6046,"Roland Emmerich"
"1136",306,4610,"John Landis"
"1137",9624,23880,"Steven Seagal"
"1138",11212,56059,"Patrick Read Johnson"
"1139",888,13581,"Brian Levant"
"1140",8587,15812,"Roger Allers"
"1141",8587,18898,"Rob Minkoff"
"1142",2636,26648,"Luis Llosa"
"1143",10731,5572,"Joel Schumacher"
"1144",3036,11181,"Kenneth Branagh"
"1145",8987,323,"Curtis Hanson"
"1146",4954,12840,"John Badham"
"1147",10879,56106,"Charles Shyer"
"1148",46717,21958,"Mark Rydell"
"1149",11310,66548,"Paul Weiland"
"1150",11011,18281,"Donald Petrie"
"1151",11858,14911,"Penny Marshall"
"1152",2124,21806,"Richard Rush"
"1153",31586,3026,"Rob Reiner"
"1154",46924,68687,"Bill Forsyth"
"1155",193,2380,"David Carson"
"1156",15128,33485,"Ron Underwood"
"1157",11667,1726,"Steven E. de Souza"
"1158",19819,15175,"William Friedkin"
"1159",241,1152,"Oliver Stone"
"1160",1945,10781,"Michael Apted"
"1161",24795,56506,"William Dear"
"1162",11450,4135,"Robert Redford"
"1163",1637,2209,"Jan de Bont"
"1164",4476,9181,"Edward Zwick"
"1165",36593,13426,"Peter Segal"
"1166",41579,26502,"Howard Deutch"
"1167",8011,53599,"Andrew Morahan"
"1168",31643,8246,"Barry Levinson"
"1169",39473,5696,"Bruce Beresford"
"1170",8831,37710,"Peter Hyams"
"1171",178,2042,"Stephen Hopkins"
"1172",28032,40345,"Don Bluth"
"1173",28032,12881,"Gary Goldman"
"1174",18395,1201,"Garry Marshall"
"1175",10714,7775,"Stephen Sommers"
"1176",15139,74299,"Pixote Hunt"
"1177",15139,4945,"Joe Johnston"
"1178",9804,8300,"Kevin Reynolds"
"1179",1408,16938,"Renny Harlin"
"1180",414,5572,"Joel Schumacher"
"1181",1572,1090,"John McTiernan"
"1182",9482,33279,"Danny Cannon"
"1183",197,2461,"Mel Gibson"
"1184",11517,52629,"Joseph Ruben"
"1185",8844,4945,"Joe Johnston"
"1186",9087,3026,"Rob Reiner"
"1187",949,638,"Michael Mann"
"1188",3512,32277,"Geoff Murphy"
"1189",11860,2226,"Sydney Pollack"
"1190",10530,65530,"Mike Gabriel"
"1191",10530,65531,"Eric Goldberg"
"1192",6520,3415,"Jerry Zucker"
"1193",8963,893,"Tony Scott"
"1194",568,6159,"Ron Howard"
"1195",8839,11887,"Brad Silberling"
"1196",6950,5231,"Wolfgang Petersen"
"1197",10329,664,"Frank Marshall"
"1198",524,1032,"Martin Scorsese"
"1199",9691,7187,"Richard Donner"
"1200",11859,70850,"Andrew Sipes"
"1201",10533,8965,"Roland Joffé"
"1202",11863,15175,"William Friedkin"
"1203",11359,7908,"Frank Oz"
"1204",10802,10491,"Paul Verhoeven"
"1205",10858,1152,"Oliver Stone"
"1206",281,14392,"Kathryn Bigelow"
"1207",6071,23393,"Barbet Schroeder"
"1208",11472,10965,"Chris Columbus"
"1209",9348,21370,"Roger Donaldson"
"1210",9091,37710,"Peter Hyams"
"1211",12106,7623,"Sam Raimi"
"1212",807,7467,"David Fincher"
"1213",2054,18356,"Stephen Herek"
"1214",9073,56998,"Dwight H. Little"
"1215",21032,21879,"Simon Wells"
"1216",8012,5174,"Barry Sonnenfeld"
"1217",862,7879,"John Lasseter"
"1218",9598,58137,"Chris Noonan"
"1219",9273,4489,"Steve Oedekerk"
"1220",18402,5306,"Lasse Hallström"
"1221",9271,57090,"Brett Leonard"
"1222",12110,14639,"Mel Brooks"
"1223",65796,1723,"Walter Hill"
"1224",63,280,"Terry Gilliam"
"1225",11780,30365,"Michael Caton-Jones"
"1226",54648,40345,"Don Bluth"
"1227",54648,12881,"Gary Goldman"
"1228",8512,21712,"Carl Franklin"
"1229",10545,62047,"Gary Trousdale"
"1230",10545,62048,"Kirk Wise"
"1231",9268,26713,"Chuck Russell"
"1232",664,2209,"Jan de Bont"
"1233",954,1150,"Brian De Palma"
"1234",3595,6159,"Ron Howard"
"1235",2300,23677,"Joe Pytka"
"1236",11228,18878,"Rob Cohen"
"1237",602,6046,"Roland Emmerich"
"1238",9802,865,"Michael Bay"
"1239",75,510,"Tim Burton"
"1240",9333,1723,"Walter Hill"
"1241",11412,16938,"Renny Harlin"
"1242",9279,13581,"Brian Levant"
"1243",9302,18250,"Jon Avnet"
"1244",8840,18878,"Rob Cohen"
"1245",8818,9168,"Alan Parker"
"1246",2320,2523,"Stuart Baird"
"1247",9566,893,"Tony Scott"
"1248",11674,18356,"Stephen Herek"
"1249",9327,4499,"Tom Shadyac"
"1250",9390,11649,"Cameron Crowe"
"1251",9208,11401,"John Woo"
"1252",9879,41550,"Andrew Bergman"
"1253",12123,12989,"Andrew Davis"
"1254",10061,11770,"John Carpenter"
"1255",10586,2042,"Stephen Hopkins"
"1256",6346,15890,"James Foley"
"1257",9894,7399,"Ben Stiller"
"1258",9095,3224,"Stephen Frears"
"1259",199,2388,"Jonathan Frakes"
"1260",10684,9181,"Edward Zwick"
"1261",7095,1776,"Francis Ford Coppola"
"1262",10478,4037,"Ron Shelton"
"1263",10988,34682,"Jeremiah S. Chechik"
"1264",9304,1524,"Harold Ramis"
"1265",9625,35155,"John Gray"
"1266",9826,18254,"Simon Wincer"
"1267",819,8246,"Barry Levinson"
"1268",9623,18069,"Brian Gibson"
"1269",25189,10400,"Barbra Streisand"
"1270",1645,5572,"Joel Schumacher"
"1271",9306,13776,"John Frankenheimer"
"1272",9306,5910979,"Richard Stanley"
"1273",21539,14911,"Penny Marshall"
"1274",11062,23213,"Harold Becker"
"1275",9099,21217,"Jonathan Lynn"
"1276",10539,57646,"Henry Selick"
"1277",11306,10781,"Michael Apted"
"1278",10534,578,"Ridley Scott"
"1279",10830,518,"Danny DeVito"
"1280",1630,3974,"Miloš Forman"
"1281",597,2710,"James Cameron"
"1282",1639,2209,"Jan de Bont"
"1283",415,5572,"Joel Schumacher"
"1284",9619,21370,"Roger Donaldson"
"1285",563,10491,"Paul Verhoeven"
"1286",607,5174,"Barry Sonnenfeld"
"1287",686,24,"Robert Zemeckis"
"1288",4477,6349,"Alan J. Pakula"
"1289",10357,8843,"Mick Jackson"
"1290",9772,5231,"Wolfgang Petersen"
"1291",11970,15810,"Ron Clements"
"1292",11970,15811,"John Musker"
"1293",12499,8858,"Ivan Reitman"
"1294",754,11401,"John Woo"
"1295",9574,56911,"Les Mayfield"
"1296",9922,1269,"Kevin Costner"
"1297",1701,12786,"Simon West"
"1298",8834,7187,"Richard Donner"
"1299",330,488,"Steven Spielberg"
"1300",8078,2419,"Jean-Pierre Jeunet"
"1301",978,2352,"Jean-Jacques Annaud"
"1302",10003,13015,"Phillip Noyce"
"1303",9769,7270,"Adrian Lyne"
"1304",4824,30365,"Michael Caton-Jones"
"1305",11015,37710,"Peter Hyams"
"1306",8413,4014,"Paul W. S. Anderson"
"1307",14289,77211,"Félix Alcalá"
"1308",1813,18596,"Taylor Hackford"
"1309",10603,54967,"Sam Weisman"
"1310",8860,52038,"Thomas Carter"
"1311",34314,101767,"Robert Butler"
"1312",9444,12881,"Gary Goldman"
"1313",9444,40345,"Don Bluth"
"1314",9054,56828,"Christopher Cain"
"1315",2898,3388,"James L. Brooks"
"1316",6623,51984,"Mimi Leder"
"1317",2649,7467,"David Fincher"
"1318",66,190,"Clint Eastwood"
"1319",4421,578,"Ridley Scott"
"1320",9770,27436,"Costa-Gavras"
"1321",9407,18250,"Jon Avnet"
"1322",1624,4499,"Tom Shadyac"
"1323",9360,26648,"Luis Llosa"
"1324",38153,16566,"George P. Cosmatos"
"1325",10336,87130,"Mark A.Z. Dippé"
"1326",11975,1776,"Francis Ford Coppola"
"1327",9415,56998,"Dwight H. Little"
"1328",8874,3045,"P.J. Hogan"
"1329",6283,1704,"Gore Verbinski"
"1330",10871,7671,"Jeb Stuart"
"1331",2163,7213,"Jonathan Mostow"
"1332",11831,488,"Steven Spielberg"
"1333",95,865,"Michael Bay"
"1334",944,7187,"Richard Donner"
"1335",929,6046,"Roland Emmerich"
"1336",9342,10702,"Martin Campbell"
"1337",10674,66190,"Tony Bancroft"
"1338",10674,66191,"Barry Cook"
"1339",9798,893,"Tony Scott"
"1340",297,769,"Martin Brest"
"1341",9447,20629,"George Miller"
"1342",12159,9198,"Vincent Ward"
"1343",9487,7879,"John Lasseter"
"1344",2157,2042,"Stephen Hopkins"
"1345",10153,8246,"Barry Levinson"
"1346",39437,16294,"Jonathan Demme"
"1347",8656,51984,"Mimi Leder"
"1348",6435,2171,"Griffin Dunne"
"1349",9425,4014,"Paul W. S. Anderson"
"1350",8688,1150,"Brian De Palma"
"1351",3050,31024,"Betty Thomas"
"1352",857,488,"Steven Spielberg"
"1353",9837,44113,"Steve Hickner"
"1354",9837,59803,"Brenda Chapman"
"1355",9837,21879,"Simon Wells"
"1356",6068,8858,"Ivan Reitman"
"1357",9882,9181,"Edward Zwick"
"1358",200,2388,"Jonathan Frakes"
"1359",9422,2260,"Steven Zaillian"
"1360",11258,30149,"Mikael Salomon"
"1361",846,12523,"Rob Bowman"
"1362",9489,9248,"Nora Ephron"
"1363",9440,5342,"Mike Nichols"
"1364",37165,2690,"Peter Weir"
"1365",547,4135,"Robert Redford"
"1366",8916,18863,"Eric Darnell"
"1367",8916,52870,"Tim Johnson"
"1368",1965,12989,"Andrew Davis"
"1369",11808,2523,"Stuart Baird"
"1370",8838,23213,"Harold Becker"
"1371",2657,23964,"Gary Ross"
"1372",9320,34682,"Jeremiah S. Chechik"
"1373",9713,18356,"Stephen Herek"
"1374",795,11887,"Brad Silberling"
"1375",8195,13776,"John Frankenheimer"
"1376",8741,30715,"Terrence Malick"
"1377",10312,4499,"Tom Shadyac"
"1378",9441,10965,"Chris Columbus"
"1379",9631,37932,"F. Gary Gray"
"1380",9458,23393,"Barbet Schroeder"
"1381",1389,1884,"Steven Soderbergh"
"1382",9411,17812,"Gregory Hoblit"
"1383",36647,10808,"Stephen Norrington"
"1384",9457,7775,"Stephen Sommers"
"1385",11551,4600,"Joe Dante"
"1386",18937,50582,"Frederik Du Chau"
"1387",8487,5174,"Barry Sonnenfeld"
"1388",10137,18898,"Rob Minkoff"
"1389",37135,15774,"Chris Buck"
"1390",37135,15775,"Kevin Lima"
"1391",1911,1090,"John McTiernan"
"1392",1893,1,"George Lucas"
"1393",9946,37710,"Peter Hyams"
"1394",2668,510,"Tim Burton"
"1395",2277,10965,"Chris Columbus"
"1396",863,7879,"John Lasseter"
"1397",2112,4723,"Brian Helgeland"
"1398",9008,638,"Michael Mann"
"1399",1850,3974,"Miloš Forman"
"1400",564,7775,"Stephen Sommers"
"1401",11618,2209,"Jan de Bont"
"1402",9535,1524,"Harold Ramis"
"1403",10207,46085,"Luis Mandoki"
"1404",6522,34849,"Ted Demme"
"1405",11374,6159,"Ron Howard"
"1406",12117,12962,"Jon Turteltaub"
"1407",332,4759,"David Kellogg"
"1408",1439,17167,"Andy Tennant"
"1409",6415,17883,"David O. Russell"
"1410",1641,18320,"Bronwen Hughes"
"1411",10154,64030,"Kelly Makin"
"1412",9423,58338,"John Bruno"
"1413",8970,54967,"Sam Weisman"
"1414",2900,29524,"Rand Ravich"
"1415",9481,13015,"Phillip Noyce"
"1416",4806,1201,"Garry Marshall"
"1417",10398,5696,"Bruce Beresford"
"1418",17709,28904,"Hugh Wilson"
"1419",9824,59646,"Kinka Usher"
"1420",1844,15148,"Jon Amiel"
"1421",345,240,"Stanley Kubrick"
"1422",11001,56911,"Les Mayfield"
"1423",9849,18281,"Donald Petrie"
"1424",12618,2226,"Sydney Pollack"
"1425",603,9340,"Lana Wachowski"
"1426",603,9339,"Lilly Wachowski"
"1427",550,7467,"David Fincher"
"1428",497,4027,"Frank Darabont"
"1429",8914,16938,"Renny Harlin"
"1430",2275,12786,"Simon West"
"1431",9563,1152,"Oliver Stone"
"1432",11353,7908,"Frank Oz"
"1433",10354,190,"Clint Eastwood"
"1434",2020,20779,"Gary Sinyor"
"1435",10400,13563,"Norman Jewison"
