"","movie_id","director_id","director_name"
"1436",12220,3026,"Rob Reiner"
"1437",10390,7623,"Sam Raimi"
"1438",10386,7087,"Brad Bird"
"1439",2133,5231,"Wolfgang Petersen"
"1440",10567,65856,"Eric Leighton"
"1441",10567,65855,"Ralph Zondag"
"1442",955,11401,"John Woo"
"1443",8871,6159,"Ron Howard"
"1444",2024,6046,"Roland Emmerich"
"1445",98,578,"Ridley Scott"
"1446",2655,24,"Robert Zemeckis"
"1447",11688,61411,"Mark Dindal"
"1448",9383,10491,"Paul Verhoeven"
"1449",10501,65629,"Bibo Bergeron"
"1450",10501,2036264,"Don Paul"
"1451",4327,36425,"McG"
"1452",8358,24,"Robert Zemeckis"
"1453",9679,58498,"Dominic Sena"
"1454",2067,1150,"Brian De Palma"
"1455",10384,1723,"Walter Hill"
"1456",10384,62020,"Jack Sholder"
"1457",10481,15775,"Kevin Lima"
"1458",9678,32593,"Steven Brill"
"1459",12107,13426,"Peter Segal"
"1460",889,13581,"Brian Levant"
"1461",8452,1724,"Roger Spottiswoode"
"1462",49948,5690,"James Algar"
"1463",49948,56146,"Gaëtan Brizzi"
"1464",49948,56147,"Paul Brizzi"
"1465",49948,74297,"Hendel Butoy"
"1466",49948,74298,"Francis Glebas"
"1467",49948,65531,"Eric Goldberg"
"1468",49948,12824,"Don Hahn"
"1469",49948,74299,"Pixote Hunt"
"1470",4958,4135,"Robert Redford"
"1471",11973,21370,"Roger Donaldson"
"1472",8870,56154,"Antony Hoffman"
"1473",17711,588701,"Des McAnuff"
"1474",36657,9032,"Bryan Singer"
"1475",9741,11614,"M. Night Shyamalan"
"1476",11678,10702,"Martin Campbell"
"1477",7450,40345,"Don Bluth"
"1478",7450,12881,"Gary Goldman"
"1479",3981,17698,"Nancy Meyers"
"1480",5551,190,"Clint Eastwood"
"1481",4244,12962,"Jon Turteltaub"
"1482",10641,6720,"Joan Chen"
"1483",11983,18596,"Taylor Hackford"
"1484",10461,56435,"Stephen Kay"
"1485",3536,7213,"Jonathan Mostow"
"1486",5994,11091,"Brett Ratner"
"1487",10479,15175,"William Friedkin"
"1488",10385,3092,"Diane Keaton"
"1489",786,11649,"Cameron Crowe"
"1490",10416,5342,"Mike Nichols"
"1491",21355,879,"Billy Bob Thornton"
"1492",1597,6737,"Jay Roach"
"1493",8584,46076,"Tom Dey"
"1494",462,1884,"Steven Soderbergh"
"1495",2123,7396,"Peter Farrelly"
"1496",2123,7395,"Bobby Farrelly"
"1497",10393,26502,"Howard Deutch"
"1498",10383,492,"Janusz Kamiński"
"1499",1900,1884,"Steven Soderbergh"
"1500",1636,1524,"Harold Ramis"
"1501",676,865,"Michael Bay"
"1502",2114,21692,"Hironobu Sakaguchi"
"1503",10865,62047,"Gary Trousdale"
"1504",10865,62048,"Kirk Wise"
"1505",585,12890,"Pete Docter"
"1506",1995,12786,"Simon West"
"1507",1535,893,"Tony Scott"
"1508",8489,638,"Michael Mann"
"1509",9705,58498,"Dominic Sena"
"1510",869,510,"Tim Burton"
"1511",644,488,"Steven Spielberg"
"1512",1734,7775,"Stephen Sommers"
"1513",10477,16938,"Renny Harlin"
"1514",120,108,"Peter Jackson"
"1515",331,4945,"Joe Johnston"
"1516",855,578,"Ridley Scott"
"1517",5175,11091,"Brett Ratner"
"1518",24113,36804,"Peter Chelsom"
"1519",9740,578,"Ridley Scott"
"1520",161,1884,"Steven Soderbergh"
"1521",9397,8858,"Ivan Reitman"
"1522",3172,8246,"Barry Levinson"
"1523",11456,23213,"Harold Becker"
"1524",12610,7395,"Bobby Farrelly"
"1525",12610,7396,"Peter Farrelly"
"1526",23685,57646,"Henry Selick"
"1527",11086,4027,"Frank Darabont"
"1528",2100,21526,"Rod Lurie"
"1529",10808,52112,"Steve Carr"
"1530",1903,11649,"Cameron Crowe"
"1531",11371,7908,"Frank Oz"
"1532",853,2352,"Jean-Jacques Annaud"
"1533",9476,4723,"Brian Helgeland"
"1534",11467,18311,"Joe Roth"
"1535",12138,71418,"Demian Lichtenstein"
"1536",808,5524,"Andrew Adamson"
"1537",808,12058,"Vicky Jenson"
"1538",10992,64191,"Lawrence Guterman"
"1539",2043,7256,"Lee Tamahori"
"1540",2749,27846,"John Herzfeld"
"1541",14034,54967,"Sam Weisman"
"1542",453,6159,"Ron Howard"
"1543",6073,1704,"Gore Verbinski"
"1544",1722,18844,"John Madden"
"1545",12508,18356,"Stephen Herek"
"1546",4133,34849,"Ted Demme"
"1547",5852,46085,"Luis Mandoki"
"1548",824,6201,"Baz Luhrmann"
"1549",12103,5501,"Gary Fleder"
"1550",11469,40243,"Gil Junger"
"1551",10796,57134,"James Wong"
"1552",9896,3415,"Jerry Zucker"
"1553",11232,366,"James Mangold"
"1554",608,5174,"Barry Sonnenfeld"
"1555",9016,15810,"Ron Clements"
"1556",9016,15811,"John Musker"
"1557",557,7623,"Sam Raimi"
"1558",1894,1,"George Lucas"
"1559",10996,18898,"Rob Minkoff"
"1560",12100,11401,"John Woo"
"1561",180,488,"Steven Spielberg"
"1562",3131,1032,"Martin Scorsese"
"1563",8665,14392,"Kathryn Bigelow"
"1564",11692,33485,"Ron Underwood"
"1565",9884,12989,"Andrew Davis"
"1566",5851,46076,"Tom Dey"
"1567",9637,1215,"Raja Gosnell"
"1568",11544,66193,"Chris Sanders"
"1569",11544,69797,"Dean DeBlois"
"1570",4147,39,"Sam Mendes"
"1571",2135,21879,"Simon Wells"
"1572",9023,12079,"Kelly Asbury"
"1573",9023,56660,"Lorna Cook"
"1574",121,108,"Peter Jackson"
"1575",9533,11091,"Brett Ratner"
"1576",10590,2460,"Randall Wallace"
"1577",2675,11614,"M. Night Shyamalan"
"1578",7451,18878,"Rob Cohen"
"1579",3132,5572,"Joel Schumacher"
"1580",8427,31024,"Betty Thomas"
"1581",10592,17812,"Gregory Hoblit"
"1582",11535,1090,"John McTiernan"
"1583",10550,65615,"Wych Kaosayananda"
"1584",4614,23968,"Phil Alden Robinson"
"1585",9021,15045,"Michael Lembeck"
"1586",818,6737,"Jay Roach"
"1587",2501,11694,"Doug Liman"
"1588",2642,18323,"Marc Lawrence"
"1589",9334,26713,"Chuck Russell"
"1590",10771,66654,"Kevin Donovan"
"1591",6278,12523,"Rob Bowman"
"1592",201,2523,"Stuart Baird"
"1593",9932,1524,"Harold Ramis"
"1594",10052,4499,"Tom Shadyac"
"1595",425,5713,"Chris Wedge"
"1596",7303,39819,"Wayne Wang"
"1597",9275,518,"Danny DeVito"
"1598",10375,33254,"Jim Gillespie"
"1599",36586,10828,"Guillermo del Toro"
"1600",640,488,"Steven Spielberg"
"1601",2022,32593,"Steven Brill"
"1602",2251,7270,"Adrian Lyne"
"1603",11892,23393,"Barbet Schroeder"
"1604",9573,190,"Clint Eastwood"
"1605",565,1704,"Gore Verbinski"
"1606",4547,7467,"David Fincher"
"1607",296,7213,"Jonathan Mostow"
"1608",604,9340,"Lana Wachowski"
"1609",604,9339,"Lilly Wachowski"
"1610",605,9339,"Lilly Wachowski"
"1611",605,9340,"Lana Wachowski"
"1612",8619,2690,"Peter Weir"
"1613",22,1704,"Gore Verbinski"
"1614",616,9181,"Edward Zwick"
"1615",1927,1614,"Ang Lee"
"1616",8961,865,"Michael Bay"
"1617",10009,61952,"Aaron Blaise"
"1618",10009,61949,"Robert Walker"
"1619",9471,36425,"McG"
"1620",36658,9032,"Bryan Singer"
"1621",10588,5133,"Bo Welch"
"1622",10601,3045,"P.J. Hogan"
"1623",1996,2209,"Jan de Bont"
"1624",122,108,"Peter Jackson"
"1625",12,7,"Andrew Stanton"
"1626",10756,18898,"Rob Minkoff"
"1627",4464,23964,"Gary Ross"
"1628",10159,36602,"Peter Berg"
"1629",310,4499,"Tom Shadyac"
"1630",6964,17698,"Nancy Meyers"
"1631",9257,47640,"Clark Johnson"
"1632",10715,4600,"Joe Dante"
"1633",9562,7187,"Richard Donner"
"1634",2289,2239,"Anthony Minghella"
"1635",8698,10808,"Stephen Norrington"
"1636",9480,16837,"Mark Steven Johnson"
"1637",584,6482,"John Singleton"
"1638",8046,769,"Martin Brest"
"1639",9506,13426,"Peter Segal"
"1640",9567,20907,"Antoine Fuqua"
"1641",11375,4037,"Ron Shelton"
"1642",11820,10723,"Mike Newell"
"1643",587,510,"Tim Burton"
"1644",6171,8844,"Lawrence Kasdan"
"1645",7270,578,"Ridley Scott"
"1646",9654,37932,"F. Gary Gray"
"1647",10708,52112,"Steve Carr"
"1648",11775,1223,"Joel Coen"
"1649",9620,11401,"John Woo"
"1650",10628,48980,"David McNally"
"1651",14411,52870,"Tim Johnson"
"1652",14411,1205756,"Patrick Gilmore"
"1653",11329,5501,"Gary Fleder"
"1654",9341,15148,"Jon Amiel"
"1655",12146,6159,"Ron Howard"
"1656",16072,66088,"Ronald F. Maxwell"
"1657",8273,54584,"Jesse Dylan"
"1658",1792,7395,"Bobby Farrelly"
"1659",1792,7396,"Peter Farrelly"
"1660",10632,15175,"William Friedkin"
"1661",11817,70573,"Paul Hunter"
"1662",558,7623,"Sam Raimi"
"1663",652,5231,"Wolfgang Petersen"
"1664",5255,24,"Robert Zemeckis"
"1665",7131,7775,"Stephen Sommers"
"1666",1966,1152,"Oliver Stone"
"1667",809,12080,"Conrad Vernon"
"1668",809,12079,"Kelly Asbury"
"1669",809,5524,"Andrew Adamson"
"1670",11774,11887,"Brad Silberling"
"1671",435,6046,"Roland Emmerich"
"1672",2048,21085,"Alex Proyas"
"1673",9477,20907,"Antoine Fuqua"
"1674",163,1884,"Steven Soderbergh"
"1675",2567,1032,"Martin Scorsese"
"1676",13700,70287,"Will Finn"
"1677",13700,80671,"John Sanford"
"1678",10204,57370,"Frank Coraci"
"1679",10733,54040,"John Lee Hancock"
"1680",2789,28239,"David Twohy"
"1681",2059,12962,"Jon Turteltaub"
"1682",2023,4945,"Joe Johnston"
"1683",314,4586,"Pitof"
"1684",9806,7087,"Brad Bird"
"1685",9890,7908,"Frank Oz"
"1686",693,6737,"Jay Roach"
"1687",11024,1215,"Raja Gosnell"
"1688",14462,16294,"Jonathan Demme"
"1689",11026,16938,"Renny Harlin"
"1690",2539,3388,"James L. Brooks"
"1691",10555,12058,"Vicky Jenson"
"1692",10555,65629,"Bibo Bergeron"
"1693",10555,65630,"Rob Letterman"
"1694",2502,25598,"Paul Greengrass"
"1695",1824,13426,"Peter Segal"
"1696",395,4014,"Paul W. S. Anderson"
"1697",9509,893,"Tony Scott"
"1698",5137,41378,"Kerry Conran"
"1699",1487,10828,"Guillermo del Toro"
"1700",1538,638,"Michael Mann"
"1701",36648,3893,"David S. Goyer"
"1702",6947,11614,"M. Night Shyamalan"
"1703",594,488,"Steven Spielberg"
"1704",9384,57130,"Todd Phillips"
"1705",11128,46297,"Jay Russell"
"1706",10589,11091,"Brett Ratner"
"1707",8849,56106,"Charles Shyer"
"1708",14623,2388,"Jonathan Frakes"
"1709",8920,18357,"Peter Hewitt"
"1710",4380,36804,"Peter Chelsom"
"1711",4599,1201,"Garry Marshall"
"1712",13572,648,"Philip Kaufman"
"1713",421,5655,"Wes Anderson"
"1714",12634,58294,"George Armitage"
"1715",11358,34453,"Kevin Bray"
"1716",1577,17649,"Alexander Witt"
"1717",254,108,"Peter Jackson"
"1718",411,5524,"Andrew Adamson"
"1719",118,510,"Tim Burton"
"1720",272,525,"Christopher Nolan"
"1721",9982,61411,"Mark Dindal"
"1722",10048,18878,"Rob Cohen"
"1723",74,488,"Steven Spielberg"
"1724",1495,578,"Ridley Scott"
"1725",7364,52609,"Breck Eisner"
"1726",1635,865,"Michael Bay"
"1727",1895,1,"George Lucas"
"1728",787,11694,"Doug Liman"
"1729",9738,20400,"Tim Story"
"1730",561,10943,"Francis Lawrence"
"1731",7552,15002,"Dean Parisot"
"1732",9291,13426,"Peter Segal"
"1733",921,6159,"Ron Howard"
"1734",4442,280,"Terry Gilliam"
"1735",1904,17633,"Rob Marshall"
"1736",9722,9248,"Nora Ephron"
"1737",10214,64191,"Lawrence Guterman"
"1738",179,2226,"Sydney Pollack"
"1739",10077,37710,"Peter Hyams"
"1740",13922,21053,"John Dahl"
"1741",953,18863,"Eric Darnell"
"1742",953,18864,"Tom McGrath"
"1743",9928,5713,"Chris Wedge"
"1744",1656,10702,"Martin Campbell"
"1745",25,39,"Sam Mendes"
"1746",8488,17167,"Andy Tennant"
"1747",612,488,"Steven Spielberg"
"1748",2800,3026,"Rob Reiner"
"1749",6795,15277,"Jon Favreau"
"1750",8202,54025,"Karyn Kusama"
"1751",9641,20739,"Adam Shankman"
"1752",11679,7256,"Lee Tamahori"
"1753",8814,10765,"Andrzej Bartkowiak"
"1754",9007,54050,"Mark Waters"
"1755",9621,11649,"Cameron Crowe"
"1756",10022,20739,"Adam Shankman"
"1757",9315,57270,"Robert Schwentke"
"1758",4551,37932,"F. Gary Gray"
"1759",2026,1011158,"Florent-Emilio Siri"
"1760",10320,26875,"Hideo Nakata"
"1761",11451,7312,"Angela Robinson"
"1762",6519,52049,"Jay Chandrasekhar"
"1763",7453,52842,"Garth Jennings"
"1764",231,2945,"Stephen Gaghan"
"1765",1830,8685,"Andrew Niccol"
"1766",14199,2294,"Robert Rodriguez"
"1767",11968,57082,"John Stockwell"
"1768",1452,9032,"Bryan Singer"
"1769",36668,11091,"Brett Ratner"
"1770",58,1704,"Gore Verbinski"
"1771",503,5231,"Wolfgang Petersen"
"1772",956,15344,"J.J. Abrams"
"1773",11619,33183,"David Bowers"
"1774",11619,58897,"Sam Fell"
"1775",82,638,"Michael Mann"
"1776",591,6159,"Ron Howard"
"1777",920,7879,"John Lasseter"
"1778",1593,17825,"Shawn Levy"
"1779",9836,20629,"George Miller"
"1780",2486,25453,"Stefen Fangmeier"
"1781",1372,9181,"Edward Zwick"
"1782",1422,1032,"Martin Scorsese"
"1783",3683,190,"Clint Eastwood"
"1784",1581,17698,"Nancy Meyers"
"1785",7484,15812,"Roger Allers"
"1786",7484,7881,"Jill Culton"
"1787",9615,58189,"Justin Lin"
"1788",9986,17046,"Gary Winick"
"1789",1247,380,"Robert De Niro"
"1790",9339,57370,"Frank Coraci"
"1791",950,5714,"Carlos Saldanha"
"1792",7518,52845,"Karey Kirkpatrick"
"1793",7518,52870,"Tim Johnson"
"1794",9904,60207,"Steve Williams"
"1795",9693,11218,"Alfonso Cuarón"
"1796",14113,18357,"Peter Hewitt"
"1797",7551,893,"Tony Scott"
"1798",9297,57193,"Gil Kenan"
"1799",9718,55710,"Adam McKay"
"1800",1125,15557,"Bill Condon"
"1801",9697,11614,"M. Night Shyamalan"
"1802",3093,30365,"Michael Caton-Jones"
"1803",1852,1152,"Oliver Stone"
"1804",12096,17825,"Shawn Levy"
"1805",11170,36425,"McG"
"1806",9072,35689,"Keenen Ivory Wayans"
"1807",9513,49903,"Tim Hill"
"1808",5820,47640,"Clark Johnson"
"1809",9664,57138,"Tony Bill"
"1810",1402,20646,"Gabriele Muccino"
"1811",2207,7187,"Richard Donner"
"1812",1717,2260,"Steven Zaillian"
"1813",752,11266,"James McTeigue"
"1814",1819,19271,"Anthony Russo"
"1815",1819,19272,"Joe Russo"
"1816",9767,59026,"Peyton Reed"
"1817",9907,4489,"Steve Oedekerk"
"1818",9969,61175,"John Whitesell"
"1819",6877,46076,"Tom Dey"
"1820",834,3950,"Len Wiseman"
"1821",9530,5174,"Barry Sonnenfeld"
"1822",285,1704,"Gore Verbinski"
"1823",559,7623,"Sam Raimi"
"1824",2268,3288,"Chris Weitz"
"1825",2698,4499,"Tom Shadyac"
"1826",810,12098,"Chris Miller"
"1827",1858,865,"Michael Bay"
"1828",2062,7087,"Brad Bird"
"1829",6479,10943,"Francis Lawrence"
"1830",5559,44114,"Simon J. Smith"
"1831",5559,44113,"Steve Hickner"
"1832",1267,16842,"Stephen J. Anderson"
"1833",5174,11091,"Brett Ratner"
"1834",6637,12962,"Jon Turteltaub"
"1835",1979,20400,"Tim Story"
"1836",1571,3950,"Len Wiseman"
"1837",1250,16837,"Mark Steven Johnson"
"1838",4982,578,"Ridley Scott"
"1839",5375,42994,"David Dobkin"
"1840",13483,74569,"Joby Harold"
"1841",4523,15775,"Kevin Lima"
"1842",298,1884,"Steven Soderbergh"
"1843",3563,17494,"Dennis Dugan"
"1844",9408,12905,"Ash Brannon"
"1845",9408,15774,"Chris Buck"
"1846",4858,7832,"Oliver Hirschbiegel"
"1847",35,197,"David Silverman"
"1848",6538,5342,"Mike Nichols"
"1849",2976,20739,"Adam Shankman"
"1850",1248,16785,"Peter Webber"
"1851",2503,25598,"Paul Greengrass"
"1852",2310,24,"Robert Zemeckis"
"1853",2270,957,"Matthew Vaughn"
"1854",4349,36602,"Peter Berg"
"1855",1738,7256,"Lee Tamahori"
"1856",4413,17016,"Neil Jordan"
"1857",9703,58656,"Doug Lefler"
"1858",1271,15217,"Zack Snyder"
"1859",1949,7467,"David Fincher"
"1860",2284,23539,"Zach Helm"
"1861",7485,20907,"Antoine Fuqua"
"1862",7183,15890,"James Foley"
"1863",6477,49903,"Tim Hill"
"1864",11199,68573,"Walt Becker"
"1865",1265,36697,"Gábor Csupó"
"1866",9038,7395,"Bobby Farrelly"
"1867",9038,7396,"Peter Farrelly"
"1868",2312,23799,"Uwe Boll"
"1869",4517,37630,"Shekhar Kapur"
"1870",5176,366,"James Mangold"
"1871",1950,323,"Curtis Hanson"
"1872",9955,60923,"Will Speck"
"1873",9955,60922,"Josh Gordon"
"1874",2252,224,"David Cronenberg"
"1875",13885,510,"Tim Burton"
"1876",2454,5524,"Andrew Adamson"
"1877",155,525,"Christopher Nolan"
"1878",217,488,"Steven Spielberg"
"1879",10681,7,"Andrew Stanton"
"1880",8960,36602,"Peter Berg"
"1881",10527,18863,"Eric Darnell"
"1882",10527,18864,"Tom McGrath"
"1883",4922,7467,"David Fincher"
"1884",13053,70238,"Chris Williams"
"1885",13053,76595,"Byron Howard"
"1886",1724,18865,"Louis Leterrier"
"1887",1735,18878,"Rob Cohen"
"1888",1726,15277,"Jon Favreau"
"1889",9502,57741,"Mark Osborne"
"1890",9502,57742,"John Stevenson"
"1891",7459,9340,"Lana Wachowski"
"1892",7459,9339,"Lilly Wachowski"
"1893",7840,6046,"Roland Emmerich"
"1894",7446,7399,"Ben Stiller"
"1895",10661,17494,"Dennis Dugan"
"1896",8204,54050,"Mark Waters"
"1897",12222,8029,"Jimmy Hayward"
"1898",12222,71729,"Steve Martino"
"1899",8247,11694,"Doug Liman"
"1900",11253,10828,"Guillermo del Toro"
"1901",10200,55499,"Scott Derrickson"
"1902",11665,13426,"Peter Segal"
"1903",10202,20739,"Adam Shankman"
"1904",13027,40256,"D.J. Caruso"
"1905",12193,71600,"Seth Gordon"
"1906",8909,23430,"Timur Bekmambetov"
"1907",2253,9032,"Bryan Singer"
"1908",10201,59026,"Peyton Reed"
"1909",12113,578,"Ridley Scott"
"1910",8676,17167,"Andy Tennant"
"1911",9381,2406,"Mathieu Kassovitz"
"1912",4564,38023,"Michael Patrick King"
"1913",12133,55710,"Adam McKay"
"1914",12177,71527,"Marco Schnabel"
"1915",14306,5065,"David Frankel"
"1916",8645,11614,"M. Night Shyamalan"
"1917",10199,64152,"Robert Stevenhagen"
"1918",10199,58897,"Sam Fell"
"1919",13389,18250,"Jon Avnet"
"1920",2309,1978,"Iain Softley"
"1921",11260,53177,"Brian Robbins"
"1922",8285,2293,"Frank Miller"
"1923",4942,1461,"George Clooney"
"1924",8880,1884,"Steven Soderbergh"
"1925",11321,20646,"Gabriele Muccino"
"1926",1729,18898,"Rob Minkoff"
"1927",3580,190,"Clint Eastwood"
"1928",13260,65702,"Kent Alterman"
"1929",13600,57193,"Gil Kenan"
"1930",11631,71068,"Phyllida Lloyd"
"1931",7555,16483,"Sylvester Stallone"
"1932",19995,2710,"James Cameron"
"1933",8373,865,"Michael Bay"
"1934",14161,6046,"Roland Emmerich"
"1935",534,36425,"McG"
"1936",17979,24,"Robert Zemeckis"
"1937",14160,12890,"Pete Docter"
"1938",15512,12080,"Conrad Vernon"
"1939",15512,65630,"Rob Letterman"
"1940",14869,7775,"Stephen Sommers"
"1941",13448,6159,"Ron Howard"
"1942",18360,17825,"Shawn Levy"
"1943",13475,15344,"J.J. Abrams"
"1944",2080,13079,"Gavin Hood"
"1945",19585,84851,"Hoyt Yeatman"
"1946",13183,15217,"Zack Snyder"
"1947",10198,15810,"Ron Clements"
"1948",10198,15811,"John Musker"
"1949",22794,155267,"Christopher Miller"
"1950",22794,107446,"Phil Lord"
"1951",11322,638,"Michael Mann"
"1952",18487,893,"Tony Scott"
"1953",16523,5953,"Spike Jonze"
"1954",18162,11887,"Brad Silberling"
"1955",8355,5714,"Carlos Saldanha"
"1956",10528,956,"Guy Ritchie"
"1957",13804,58189,"Justin Lin"
"1958",22897,17698,"Nancy Meyers"
"1959",19959,7213,"Jonathan Mostow"
"1960",10197,17633,"Rob Marshall"
"1961",23398,31024,"Betty Thomas"
"1962",20829,41039,"Judd Apatow"
"1963",16869,138,"Quentin Tarantino"
"1964",19899,12708,"Peter Billingsley"
"1965",15159,21981,"Harald Zwart"
"1966",26428,19840,"Alejandro Amenábar"
"1967",7980,108,"Peter Jackson"
"1968",13576,65310,"Kenny Ortega"
"1969",14836,57646,"Henry Selick"
"1970",22954,190,"Clint Eastwood"
"1971",16995,17350,"Kevin Macdonald"
"1972",16558,19242,"Tony Gilroy"
"1973",17610,1524,"Harold Ramis"
"1974",17332,36588,"Joe Wright"
"1975",24438,18323,"Marc Lawrence"
"1976",19724,52845,"Karey Kirkpatrick"
"1977",22803,37932,"F. Gary Gray"
"1978",18239,3288,"Chris Weitz"
"1979",13811,21085,"Alex Proyas"
"1980",13836,58375,"Andy Fickman"
"1981",4959,1071,"Tom Tykwer"
"1982",18501,20192,"Brian Taylor"
"1983",18501,20193,"Mark Neveldine"
"1984",15268,10765,"Andrzej Bartkowiak"
"1985",20856,79656,"John Schultz"
"1986",38757,76595,"Byron Howard"
"1987",38757,121830,"Nathan Greno"
"1988",10193,8,"Lee Unkrich"
"1989",12155,510,"Tim Burton"
"1990",10138,15277,"Jon Favreau"
"1991",9543,10723,"Mike Newell"
"1992",20662,578,"Ridley Scott"
"1993",20526,86270,"Joseph Kosinski"
"1994",10192,64151,"Mike Mitchell"
"1995",10191,66193,"Chris Sanders"
"1996",10191,69797,"Dean DeBlois"
"1997",27205,525,"Christopher Nolan"
"1998",10140,10781,"Michael Apted"
"1999",10196,11614,"M. Night Shyamalan"
"2000",27022,12962,"Jon Turteltaub"
"2001",7978,4945,"Joe Johnston"
"2002",38055,18864,"Tom McGrath"
"2003",18823,18865,"Louis Leterrier"
"2004",42888,3388,"James L. Brooks"
"2005",37834,366,"James Mangold"
"2006",38745,65630,"Rob Letterman"
"2007",27576,13015,"Phillip Noyce"
"2008",34544,40223,"Joe Carnahan"
"2009",39451,3289,"Paul Weitz"
"2010",37786,38023,"Michael Patrick King"
"2011",37710,8193,"Florian Henckel von Donnersmarck"
"2012",27581,55710,"Adam McKay"
"2013",44048,893,"Tony Scott"
"2014",22972,25598,"Paul Greengrass"
"2015",32657,10965,"Chris Columbus"
"2016",39691,132876,"Brad Peyton"
"2017",11324,1032,"Martin Scorsese"
"2018",27578,16483,"Sylvester Stallone"
"2019",38365,17494,"Dennis Dugan"
"2020",41515,9622,"Eric Brevig"
"2021",20504,11448,"Allen Hughes"
"2022",20504,11447,"Albert Hughes"
"2023",41216,15217,"Zack Snyder"
"2024",12201,10702,"Martin Campbell"
"2025",37821,36797,"Robert Luketic"
"2026",22538,11090,"Edgar Wright"
"2027",33909,1152,"Oliver Stone"
"2028",20352,124747,"Pierre Coffin"
"2029",20352,124748,"Chris Renaud"
"2030",38778,6737,"Jay Roach"
"2031",24021,27571,"David Slade"
"2032",41733,57130,"Todd Phillips"
"2033",35791,4014,"Paul W. S. Anderson"
"2034",38167,52779,"Ryan Murphy"
"2035",39514,57270,"Robert Schwentke"
"2036",35056,17825,"Shawn Levy"
"2037",42297,42745,"Steve Antin"
"2038",13477,16837,"Mark Steven Johnson"
"2039",32856,1201,"Garry Marshall"
"2040",1865,17633,"Rob Marshall"
"2041",49013,7879,"John Lasseter"
"2042",44912,10702,"Martin Campbell"
"2043",38356,865,"Michael Bay"
"2044",44826,1032,"Martin Scorsese"
"2045",49849,15277,"Jon Favreau"
"2046",49538,957,"Matthew Vaughn"
"2047",49444,142312,"Jennifer Yuh Nelson"
"2048",10195,11181,"Kenneth Branagh"
"2049",50321,21879,"Simon Wells"
"2050",56292,7087,"Brad Bird"
"2051",1771,4945,"Joe Johnston"
"2052",44896,1704,"Gore Verbinski"
"2053",417859,12098,"Chris Miller"
"2054",17578,488,"Steven Spielberg"
"2055",51497,58189,"Justin Lin"
"2056",58574,956,"Guy Ritchie"
"2057",40805,201,"Michel Gondry"
"2058",50619,15557,"Bill Condon"
"2059",41513,1215,"Raja Gosnell"
"2060",39254,17825,"Shawn Levy"
"2061",61791,77357,"Rupert Wyatt"
"2062",46195,5714,"Carlos Saldanha"
"2063",65754,7467,"David Fincher"
"2064",37430,29922,"Marcus Nispel"
"2065",23629,15217,"Zack Snyder"
"2066",45243,57130,"Todd Phillips"
"2067",50546,17494,"Dennis Dugan"
"2068",38317,57370,"Frank Coraci"
"2069",71880,17494,"Dennis Dugan"
"2070",55301,64151,"Mike Mitchell"
"2071",37958,56512,"Tarsem Singh"
"2072",59108,11091,"Brett Ratner"
"2073",52451,4014,"Paul W. S. Anderson"
"2074",44943,66739,"Jonathan Liebesman"
"2075",44564,6159,"Ron Howard"
"2076",57212,488,"Steven Spielberg"
"2077",49021,141688,"Gary McKendry"
"2078",50359,49903,"Tim Hill"
"2079",39538,1884,"Steven Soderbergh"
"2080",38321,116357,"Scott Stewart"
"2081",71676,20192,"Brian Taylor"
"2082",71676,20193,"Mark Neveldine"
"2083",62838,1201,"Garry Marshall"
"2084",58224,54050,"Mark Waters"
"2085",414419,138,"Quentin Tarantino"
"2086",49520,42994,"David Dobkin"
"2087",38050,1921,"George Nolfi"
"2088",37686,15344,"J.J. Abrams"
"2089",46529,40256,"D.J. Caruso"
"2090",50646,56411,"Glenn Ficarra"
"2091",50646,56412,"John Requa"
"2092",49026,525,"Christopher Nolan"
"2093",49051,108,"Peter Jackson"
"2094",49529,7,"Andrew Stanton"
"2095",41154,5174,"Barry Sonnenfeld"
"2096",24428,12891,"Joss Whedon"
"2097",1930,87742,"Marc Webb"
"2098",44833,36602,"Peter Berg"
"2099",62177,126638,"Mark Andrews"
"2100",62177,59803,"Brenda Chapman"
"2101",58595,228134,"Rupert Sanders"
"2102",82690,165787,"Rich Moore"
"2103",57165,66739,"Jonathan Liebesman"
"2104",62213,510,"Tim Burton"
"2105",80321,18863,"Eric Darnell"
"2106",80321,18864,"Tom McGrath"
"2107",80321,12080,"Conrad Vernon"
"2108",81188,151007,"Peter Ramsey"
"2109",70981,578,"Ridley Scott"
"2110",49040,19242,"Tony Gilroy"
"2111",64635,3950,"Len Wiseman"
"2112",50620,15557,"Bill Condon"
"2113",87827,1614,"Ang Lee"
"2114",83542,9339,"Lilly Wachowski"
"2115",83542,9340,"Lana Wachowski"
"2116",83542,1071,"Tom Tykwer"
"2117",68718,138,"Quentin Tarantino"
"2118",76163,12786,"Simon West"
"2119",57800,229962,"Mike Thurmeier"
"2120",57800,71729,"Steve Martino"
"2121",77953,6737,"Jay Roach"
"2122",76492,185438,"Genndy Tartakovsky"
"2123",59961,125738,"Daniel Espinosa"
"2124",62764,56512,"Tarsem Singh"
"2125",72545,132876,"Brad Peyton"
"2126",70160,23964,"Gary Ross"
"2127",80585,20739,"Adam Shankman"
"2128",73723,124748,"Chris Renaud"
"2129",52520,80923,"Måns Mårlind"
"2130",52520,80924,"Björn Stein"
"2131",87428,74619,"Sean Anders"
