"","movie_id","actor_id","actor_name","billing_order","character"
"6832",11859,30488,"Miguel Sandoval",4,"Emilio Juantorena"
"6833",11859,170954,"Johann Carlo",5,"Jodi Kirkpatrick"
"6834",10533,3416,"Demi Moore",0,"Hester Prynne"
"6835",10533,64,"Gary Oldman",1,"Rev. Arthur Dimmesdale"
"6836",10533,3087,"Robert Duvall",2,"Roger Chillingworth"
"6837",10533,65543,"Lisa Andoh",3,"Mituba"
"6838",10533,3545,"Edward Hardwicke",4,"Gov. John Bellingham"
"6839",10533,10360,"Robert Prosky",5,"Horace Stonehall"
"6840",11863,16560,"David Caruso",0,"David Corelli"
"6841",11863,9625,"Linda Fiorentino",1,"Trina Gavin"
"6842",11863,9046,"Chazz Palminteri",2,"Matt Gavin"
"6843",11863,16554,"Richard Crenna",3,"Governor Edwards"
"6844",11863,2712,"Michael Biehn",4,"Bob Hargrove"
"6845",11863,2517,"Donna Murphy",5,"Karen Heller"
"6846",11359,69301,"Hal Scardino",0,"Omri"
"6847",11359,69302,"Litefoot",1,"Little Bear"
"6848",11359,32225,"Lindsay Crouse",2,"Jane"
"6849",11359,28633,"Richard Jenkins",3,"Victor"
"6850",11359,1318612,"Rishi Bhat",4,"Patrick"
"6851",11359,4581,"Steve Coogan",5,"Tommy"
"6852",10802,19189,"Elizabeth Berkley",0,"Nomi Malone"
"6853",10802,6677,"Kyle MacLachlan",1,"Zack Carey"
"6854",10802,11150,"Gina Gershon",2,"Cristal Connors"
"6855",10802,2683,"Glenn Plummer",3,"James Smith"
"6856",10802,2055,"Robert Davi",4,"Al Torres"
"6857",10802,105626,"Alan Rachins",5,"Tony Moss"
"6858",10858,4173,"Anthony Hopkins",0,"Richard Nixon"
"6859",10858,11148,"Joan Allen",1,"Pat Nixon"
"6860",10858,6280,"Powers Boothe",2,"Alexander Haig"
"6861",10858,228,"Ed Harris",3,"E. Howard Hunt"
"6862",10858,382,"Bob Hoskins",4,"J. Edgar Hoover"
"6863",10858,5249,"E.G. Marshall",5,"John Mitchell"
"6864",281,5469,"Ralph Fiennes",0,"Lenny Nero"
"6865",281,9780,"Angela Bassett",1,"Lornette 'Mace' Mason"
"6866",281,3196,"Juliette Lewis",2,"Faith Justin"
"6867",281,3197,"Tom Sizemore",3,"Max Peltier"
"6868",281,7486,"Michael Wincott",4,"Philo Gant"
"6869",281,7132,"Vincent D'Onofrio",5,"Burton Steckler"
"6870",1598958,15762,"Tara Strong",0,"Sunny Funny"
"6871",1598958,5879875,"Maggie Blue O’Hara",1,"Madoka"
"6872",6071,16560,"David Caruso",0,"Jimmy Kilmartin"
"6873",6071,2963,"Nicolas Cage",1,"Little Junior Brown"
"6874",6071,2231,"Samuel L. Jackson",2,"Calvin Hart"
"6875",6071,9994,"Helen Hunt",3,"Bev Kilmartin"
"6876",6071,49824,"Kathryn Erbe",4,"Rosie Kilmartin"
"6877",6071,2283,"Stanley Tucci",5,"Frank Zioli"
"6878",11472,3291,"Hugh Grant",0,"Samuel Faulkner"
"6879",11472,1231,"Julianne Moore",1,"Rebecca Taylor"
"6880",11472,74036,"Tom Arnold",2,"Marty Dwyer"
"6881",11472,3234,"Joan Cusack",3,"Gail Dwyer"
"6882",11472,4785,"Jeff Goldblum",4,"Sean Fletcher"
"6883",11472,2157,"Robin Williams",5,"Dr. Kosevich"
"6884",9348,57395,"Natasha Henstridge",0,"Sil"
"6885",9348,2282,"Ben Kingsley",1,"Xavier Fitch"
"6886",9348,147,"Michael Madsen",2,"Preston Lennox"
"6887",9348,19838,"Marg Helgenberger",3,"Dr. Laura Baker"
"6888",9348,658,"Alfred Molina",4,"Dr. Stephen Arden"
"6889",9348,2178,"Forest Whitaker",5,"Dan Smithson, Empath"
"6890",9091,15111,"Jean-Claude Van Damme",0,"Darren Francis Thomas McCord"
"6891",9091,6280,"Powers Boothe",1,"Joshua Foss"
"6892",9091,10361,"Raymond J. Barry",2,"Vice President Daniel Bender"
"6893",9091,79088,"Whittni Wright",3,"Emily McCord"
"6894",9091,12928,"Ross Malinger",4,"Tyler McCord"
"6895",9091,8656,"Dorian Harewood",5,"Matthew Hallmark"
"6896",12106,4430,"Sharon Stone",0,"Ellen"
"6897",12106,193,"Gene Hackman",1,"John Herod"
"6898",12106,934,"Russell Crowe",2,"Cort"
"6899",12106,6193,"Leonardo DiCaprio",3,"Kid"
"6900",12106,2144,"Tobin Bell",4,"Dog Kelly"
"6901",12106,66288,"Roberts Blossom",5,"Doc Wallace"
"6902",807,192,"Morgan Freeman",0,"Somerset"
"6903",807,287,"Brad Pitt",1,"Mills"
"6904",807,12052,"Gwyneth Paltrow",2,"Tracy"
"6905",807,12055,"John Cassini",3,"Officer Davis"
"6906",807,30487,"Peter Crombie",4,"Dr. O'Neill"
"6907",807,38951,"Reg E. Cathey",5,"Dr. Santiago"
"6908",2054,3037,"Richard Dreyfuss",0,"Glenn Holland"
"6909",2054,21104,"Glenne Headly",1,"Iris Holland"
"6910",2054,21105,"Jay Thomas",2,"Bill Meister"
"6911",2054,3019,"Olympia Dukakis",3,"Principal Jacobs"
"6912",2054,3905,"William H. Macy",4,"Vice Principal Gene Wolters"
"6913",2054,3128,"Alicia Witt",5,"Gertrude Lang"
"6914",9073,18259,"Jason James Richter",0,"Jesse"
"6915",9073,147,"Michael Madsen",1,"Glen Greenwood"
"6916",9073,18261,"Jayne Atkinson",2,"Annie Greenwood"
"6917",9073,18260,"August Schellenberg",3,"Randolph Johnson"
"6918",9073,8184,"Mary Kate Schellhardt",4,"Nadine"
"6919",9073,17918,"Francis Capra",5,"Elvis"
"6920",21032,4724,"Kevin Bacon",0,"Balto (voice)"
"6921",21032,382,"Bob Hoskins",1,"Boris the Goose (voice)"
"6922",21032,2233,"Bridget Fonda",2,"Jenna (voice)"
"6923",21032,12077,"Jim Cummings",3,"Steele the Sled Dog (voice)"
"6924",21032,110001,"Phil Collins",4,"Muk and Luk (voice)"
"6925",21032,67386,"Juliette Brewer",5,"Young Rosy (voice)"
"6926",8012,8891,"John Travolta",0,"Chili Palmer"
"6927",8012,193,"Gene Hackman",1,"Harry Zimm"
"6928",8012,14343,"Rene Russo",2,"Karen Flores"
"6929",8012,518,"Danny DeVito",3,"Martin Weir"
"6930",8012,1117,"Dennis Farina",4,"Ray 'Bones' Barboni"
"6931",8012,18792,"Delroy Lindo",5,"Bo Catlett"
"6932",862,31,"Tom Hanks",0,"Woody (voice)"
"6933",862,12898,"Tim Allen",1,"Buzz Lightyear (voice)"
"6934",862,7167,"Don Rickles",2,"Mr. Potato Head (voice)"
"6935",862,12899,"Jim Varney",3,"Slinky Dog (voice)"
"6936",862,12900,"Wallace Shawn",4,"Rex (voice)"
"6937",862,7907,"John Ratzenberger",5,"Hamm (voice)"
"6938",9598,58136,"Christine Cavanaugh",0,"Babe (voice)"
"6939",9598,6199,"Miriam Margolyes",1,"Fly (voice)"
"6940",9598,52699,"Danny Mann",2,"Ferdinand (voice)"
"6941",9598,1331,"Hugo Weaving",3,"Rex (voice)"
"6942",9598,35109,"Miriam Flynn",4,"Maa (voice)"
"6943",9598,2505,"James Cromwell",5,"Farmer Hoggett"
"6944",9273,206,"Jim Carrey",0,"Ace Ventura"
"6945",9273,3547,"Ian McNeice",1,"Fulton Greenwall"
"6946",9273,4001,"Simon Callow",2,"Vincent Cadby"
"6947",9273,57096,"Maynard Eziashi",3,"Ouda"
"6948",9273,4029,"Bob Gunton",4,"Burton Quinn"
"6949",9273,2598,"Sophie Okonedo",5,"The Wachati Princess"
"6950",18402,1204,"Julia Roberts",0,"Grace King Bichon"
"6951",18402,6065,"Dennis Quaid",1,"Eddie Bichon"
"6952",18402,3087,"Robert Duvall",2,"Wyly King"
"6953",18402,4800,"Gena Rowlands",3,"Georgia King"
"6954",18402,26467,"Kyra Sedgwick",4,"Emma Rae King"
"6955",18402,16841,"Brett Cullen",5,"Jamie Johnson"
"6956",9271,5292,"Denzel Washington",0,"Parker Barnes"
"6957",9271,934,"Russell Crowe",1,"Sid 6.7"
"6958",9271,6473,"Kelly Lynch",2,"Madison Carter"
"6959",9271,10402,"Alanna Ubach",3,"Ella"
"6960",9271,4520,"William Forsythe",4,"William Cochran"
"6961",9271,57093,"Stephen Spinella",5,"Lindenmeyer"
"6962",12110,7633,"Leslie Nielsen",0,"Count Dracula"
"6963",12110,14639,"Mel Brooks",1,"Prof. Abraham Van Helsing"
"6964",12110,1219,"Amy Yasbeck",2,"Mina Seward"
"6965",12110,12688,"Peter MacNicol",3,"Thomas Renfield"
"6966",12110,12812,"Lysette Anthony",4,"Lucy Westenra"
"6967",12110,13640,"Harvey Korman",5,"Dr. Jack Seward"
"6968",65796,1229,"Jeff Bridges",0,"Wild Bill Hickok"
"6969",65796,6913,"Ellen Barkin",1,"Calamity Jane"
"6970",65796,5049,"John Hurt",2,"Charley Prince"
"6971",65796,2882,"Diane Lane",3,"Susannah Moore"
"6972",65796,30613,"Keith Carradine",4,"Buffalo Bill Cody"
"6973",65796,15234,"David Arquette",5,"Jack McCall"
"6974",63,62,"Bruce Willis",0,"James Cole"
"6975",63,289,"Madeleine Stowe",1,"Dr. Kathryn Railly"
"6976",63,287,"Brad Pitt",2,"Jeffrey Goines"
"6977",63,290,"Christopher Plummer",3,"Dr. Goines"
"6978",63,52,"David Morse",4,"Dr. Peters"
"6979",63,288,"Jon Seda",5,"Jose"
"6980",11780,3896,"Liam Neeson",0,"Robert Roy MacGregor"
"6981",11780,4431,"Jessica Lange",1,"Mary MacGregor"
"6982",11780,5049,"John Hurt",2,"John Graham"
"6983",11780,3129,"Tim Roth",3,"Archibald Cunningham"
"6984",11780,7036,"Eric Stoltz",4,"Alan MacDonald"
"6985",11780,1248,"Brian Cox",5,"Killearn"
"6986",54648,519,"Martin Short",0,"Hubie (voice)"
"6987",54648,66094,"Annie Golden",1,"Marina (voice)"
"6988",54648,26485,"Jim Belushi",2,"Rocko (voice)"
"6989",54648,13472,"Tim Curry",3,"Drake (voice)"
"6990",54648,150966,"Alissa King",4,"Petra (voice)"
"6991",54648,150967,"Stevie Vallance",5,"Priscilla / Chinstrap (voice)"
"6992",8512,5292,"Denzel Washington",0,"Easy Rawlins"
"6993",8512,3197,"Tom Sizemore",1,"DeWitt Albright"
"6994",8512,3130,"Jennifer Beals",2,"Daphne Monet"
"6995",8512,1896,"Don Cheadle",3,"Mouse Alexander"
"6996",8512,7868,"Maury Chaykin",4,"Matthew Terell"
"6997",8512,11067,"Terry Kinney",5,"Todd Carter"
"6998",10545,3999,"Tom Hulce",0,"Quasimodo (voice)"
"6999",10545,3416,"Demi Moore",1,"Esmeralda (voice)"
"7000",10545,8945,"Kevin Kline",2,"Phoebus (voice)"
"7001",10545,65598,"Tony Jay",3,"Frollo (voice)"
"7002",10545,20749,"Charles Kimbrough",4,"Gargoyle Victor (voice)"
"7003",10545,20624,"Mary Wickes",5,"Gargoyle Laverne (voice)"
"7004",9268,1100,"Arnold Schwarzenegger",0,"U.S. Marshal John 'The Eraser' Kruger"
"7005",9268,27011,"Vanessa Williams",1,"Lee Cullen"
"7006",9268,3085,"James Caan",2,"U.S. Marshal Robert Deguerin"
"7007",9268,5563,"James Coburn",3,"WitSec Chief Beller"
"7008",9268,7866,"Robert Pastorelli",4,"Johnny Casteleone"
"7009",9268,2505,"James Cromwell",5,"William Donohue"
"7010",664,9994,"Helen Hunt",0,"Jo"
"7011",664,2053,"Bill Paxton",1,"Bill"
"7012",664,9995,"Jami Gertz",2,"Melissa"
"7013",664,2130,"Cary Elwes",3,"Jonas"
"7014",664,2207,"Lois Smith",4,"Aunt Meg"
"7015",664,1233,"Philip Seymour Hoffman",5,"Dusty"
"7016",954,500,"Tom Cruise",0,"Ethan Hunt"
"7017",954,10127,"Jon Voight",1,"Jim Phelps"
"7018",954,4885,"Emmanuelle Béart",2,"Claire"
"7019",954,15319,"Henry Czerny",3,"Kittridge"
"7020",954,1003,"Jean Reno",4,"Krieger"
"7021",954,10182,"Ving Rhames",5,"Luther"
"7022",3595,2461,"Mel Gibson",0,"Tom Mullen"
"7023",3595,14343,"Rene Russo",1,"Katherine Mullen"
"7024",3595,33,"Gary Sinise",2,"Det. Jimmy Shaker"
"7025",3595,18792,"Delroy Lindo",3,"Agent Lonnie Hawkins"
"7026",3595,3127,"Lili Taylor",4,"Maris"
"7027",3595,33239,"Brawley Nolte",5,"Sean Mullen"
"7028",2300,23678,"Michael Jordan",0,"Michael Jordan"
"7029",2300,4201,"Wayne Knight",1,"Stan Podolak"
"7030",2300,4604,"Theresa Randle",2,"Juanita Jordan"
"7031",2300,2657652,"Manner Washington",3,"Jeffery Jordan"
"7032",2300,2657653,"Eric Gordon",4,"Marcus Jordan"
"7033",2300,1219097,"Penny Bae Bridges",5,"Jasmine Jordan"
"7034",11228,16483,"Sylvester Stallone",0,"Kit Latura"
"7035",11228,15851,"Amy Brenneman",1,"Madelyne Thompson"
"7036",11228,110,"Viggo Mortensen",2,"Roy Nord"
"7037",11228,16936,"Stan Shaw",3,"George Tyrell"
"7038",11228,27860,"Barry Newman",4,"Norman Bassett"
"7039",11228,6486,"Dan Hedaya",5,"Frank Kraft"
"7040",602,2888,"Will Smith",0,"Capt. Steven Hiller"
"7041",602,8984,"Bill Pullman",1,"President Thomas J. Whitmore"
"7042",602,4785,"Jeff Goldblum",2,"David Levinson"
"7043",602,1581,"Mary McDonnell",3,"Marilyn Whitmore"
"7044",602,6167,"Judd Hirsch",4,"Julius Levinson"
"7045",602,1162,"Robert Loggia",5,"General William Grey"
"7046",9802,738,"Sean Connery",0,"John Patrick Mason"
"7047",9802,2963,"Nicolas Cage",1,"Dr. Stanley Goodspeed"
"7048",9802,228,"Ed Harris",2,"Brigadier General Francis X. Hummel, USMC"
"7049",9802,34691,"John Spencer",3,"FBI Director James Womack"
"7050",9802,52,"David Morse",4,"Major Tom Baxter"
"7051",9802,4520,"William Forsythe",5,"Special Agent Ernest Paxton"
"7052",75,514,"Jack Nicholson",0,"President Dale / Art Land"
"7053",75,515,"Glenn Close",1,"Marsha Dale"
"7054",75,516,"Annette Bening",2,"Barbara Land"
"7055",75,517,"Pierce Brosnan",3,"Donald Kessler"
"7056",75,518,"Danny DeVito",4,"Rude Gambler"
"7057",75,519,"Martin Short",5,"Jerry Ross"
"7058",9333,62,"Bruce Willis",0,"John Smith"
"7059",9333,6905,"Bruce Dern",1,"Sheriff Ed Galt"
"7060",9333,590,"William Sanderson",2,"Joe Monday"
"7061",9333,4690,"Christopher Walken",3,"Hickey"
"7062",9333,1737,"David Patrick Kelly",4,"Doyle"
"7063",9333,11068,"Karina Lombard",5,"Felina"
"7064",11412,16935,"Geena Davis",0,"Samantha Caine / Charly Baltimore"
"7065",11412,2231,"Samuel L. Jackson",1,"Mitch Henessey"
"7066",11412,37252,"Yvonne Zima",2,"Caitlin Caine"
"7067",11412,14886,"Craig Bierko",3,"Timothy"
"7068",11412,126471,"Tom Amandes",4,"Hal"
"7069",11412,1248,"Brian Cox",5,"Dr. Nathan Waldman"
"7070",9279,1100,"Arnold Schwarzenegger",0,"Howard Langston"
"7071",9279,57119,"Sinbad",1,"Myron Larabee"
"7072",9279,14104,"Phil Hartman",2,"Ted Maltin"
"7073",9279,12931,"Rita Wilson",3,"Liz Langston"
"7074",9279,129317,"Robert Conrad",4,"Officer Hummell"
"7075",9279,80742,"Martin Mull",5,"D.J."
"7076",9302,4135,"Robert Redford",0,"Warren Justice"
"7077",9302,1160,"Michelle Pfeiffer",1,"Tally Atwater"
"7078",9302,8893,"Stockard Channing",2,"Marcia McGrath"
"7079",9302,3266,"Joe Mantegna",3,"Bucky Terranova"
"7080",9302,18794,"Kate Nelligan",4,"Joanna Kennelly"
"7081",9302,2683,"Glenn Plummer",5,"Ned Jackson"
"7082",8840,6065,"Dennis Quaid",0,"Bowen"
"7083",8840,738,"Sean Connery",1,"Draco (voice)"
"7084",8840,11207,"David Thewlis",2,"King Einon"
"7085",8840,2133,"Dina Meyer",3,"Kara"
"7086",8840,4935,"Pete Postlethwaite",4,"Gilbert"
"7087",8840,11355,"Jason Isaacs",5,"Lord Felton"
"7088",8818,3125,"Madonna",0,"Eva Perón"
"7089",8818,3131,"Antonio Banderas",1,"Ché"
"7090",8818,378,"Jonathan Pryce",2,"Juan Perón"
"7091",8818,18065,"Jimmy Nail",3,"Agustín Magaldi"
"7092",8818,1306206,"Victoria Sus",4,"Doña Juana"
"7093",8818,1403819,"Julian Littman",5,"Brother Juan"
"7094",2320,6856,"Kurt Russell",0,"David Grant"
"7095",2320,23880,"Steven Seagal",1,"Lt. Colonel Austin Travis"
"7096",2320,4587,"Halle Berry",2,"Jean"
"7097",2320,5723,"John Leguizamo",3,"Rat"
"7098",2320,17485,"Oliver Platt",4,"Cahill"
"7099",2320,3977,"Joe Morton",5,"Cappy"
"7100",9566,380,"Robert De Niro",0,"Gil Renard"
"7101",9566,10814,"Wesley Snipes",1,"Bobby Rayburn"
"7102",9566,6913,"Ellen Barkin",2,"Jewel Stern"
"7103",9566,5723,"John Leguizamo",3,"Manny"
"7104",9566,1121,"Benicio del Toro",4,"Juan Primo"
"7105",9566,38160,"Patti D'Arbanville",5,"Ellen Renard"
"7106",11674,515,"Glenn Close",0,"Cruella de Vil"
"7107",11674,8447,"Jeff Daniels",1,"Roger"
"7108",11674,20810,"Joely Richardson",2,"Anita"
"7109",11674,23709,"Joan Plowright",3,"Nanny"
"7110",11674,41419,"Hugh Laurie",4,"Jasper"
"7111",11674,20999,"Mark Williams",5,"Horace"
"7112",9327,776,"Eddie Murphy",0,"Sherman Klump / Buddy Love / Lance Perkins / Papa Klump / Mama Klump / Grandma Klump / Ernie Klump"
"7113",9327,9575,"Jada Pinkett Smith",1,"Carla Purty"
"7114",9327,5563,"James Coburn",2,"Harlan Hartley"
"7115",9327,1211,"Larry Miller",3,"Dean Richmond"
"7116",9327,4169,"Dave Chappelle",4,"Reggie Warrington"
"7117",9327,64343,"John Ales",5,"Jason"
"7118",9390,500,"Tom Cruise",0,"Jerry Maguire"
"7119",9390,9137,"Renée Zellweger",1,"Dorothy Boyd"
"7120",9390,9777,"Cuba Gooding Jr.",2,"Rod Tidwell"
"7121",9390,11164,"Kelly Preston",3,"Avery Bishop"
"7122",9390,3035,"Jerry O'Connell",4,"Frank Cushman"
"7123",9390,12217,"Jay Mohr",5,"Bob Sugar"
"7124",9208,8891,"John Travolta",0,"Vic Deakins"
"7125",9208,2224,"Christian Slater",1,"Riley Hale"
"7126",9208,20767,"Samantha Mathis",2,"Terry Carmichael"
"7127",9208,18792,"Delroy Lindo",3,"Colonel Max Wilkins"
"7128",9208,11805,"Frank Whaley",4,"Giles Prentice"
"7129",9208,4029,"Bob Gunton",5,"Pritchett"
"7130",9879,3416,"Demi Moore",0,"Erin Grant"
"7131",9879,16475,"Burt Reynolds",1,"David Dilbeck"
"7132",9879,23346,"Armand Assante",2,"Lt. Al Garcia"
"7133",9879,10182,"Ving Rhames",3,"Shad"
"7134",9879,418,"Robert Patrick",4,"Darrell Grant"
"7135",9879,925,"Paul Guilfoyle",5,"Malcolm Moldovsky"
"7136",12123,6384,"Keanu Reeves",0,"Eddie Kasalivich"
"7137",12123,192,"Morgan Freeman",1,"Paul Shannon"
"7138",12123,3293,"Rachel Weisz",2,"Dr. Lily Sinclair"
"7139",12123,10430,"Fred Ward",3,"FBI Agent Leon Ford"
"7140",12123,14721,"Kevin Dunn",4,"FBI Agent Doyle"
"7141",12123,1248,"Brian Cox",5,"Lyman Earl Collier"
"7142",10061,6856,"Kurt Russell",0,"Snake Plissken"
"7143",10061,825,"Stacy Keach",1,"Malloy"
"7144",10061,884,"Steve Buscemi",2,"Eddie"
"7145",10061,157904,"A. J. Langer",3,"Utopia"
"7146",10061,11357,"Bruce Campbell",4,"Surgeon General of Beverly Hills"
"7147",10061,2230,"Pam Grier",5,"Hershe Las Palamas"
"7148",10586,3392,"Michael Douglas",0,"Charles Remington"
"7149",10586,5576,"Val Kilmer",1,"Col. John Henry Patterson"
"7150",10586,207,"Tom Wilkinson",2,"Sir Robert Beaumont"
"7151",10586,51878,"John Kani",3,"Samuel"
"7152",10586,1246,"Emily Mortimer",4,"Helena Patterson"
"7153",10586,1369,"Bernard Hill",5,"Dr. David Hawthorne"
"7154",6346,5577,"Chris O'Donnell",0,"Adam Hall"
"7155",6346,193,"Gene Hackman",1,"Sam Cayhall"
"7156",6346,6450,"Faye Dunaway",2,"Lee Cayhall Bowen"
"7157",6346,10360,"Robert Prosky",3,"E. Garner Goodman"
"7158",6346,51359,"Lela Rochon",4,"Nora Stark"
"7159",6346,173193,"Bo Jackson",5,"Sgt. Clyde Packer"
"7160",9894,206,"Jim Carrey",0,"Cable Guy"
"7161",9894,4756,"Matthew Broderick",1,"Steven"
"7162",9894,41087,"Leslie Mann",2,"Robin"
"7163",9894,70851,"Jack Black",3,"Rick"
"7164",9894,18364,"George Segal",4,"Steven's Father"
"7165",9894,6930,"Diane Baker",5,"Steven's Mother"
"7166",9095,1204,"Julia Roberts",0,"Mary Reilly"
"7167",9095,6949,"John Malkovich",1,"Dr. Henry Jekyll / Edward Hyde"
"7168",9095,47722,"George Cole",2,"Mr. Poole"
"7169",9095,5658,"Michael Gambon",3,"Mary’s Father"
"7170",9095,515,"Glenn Close",4,"Mrs. Farraday"
"7171",9095,1229735,"Kathy Staff",5,"Mrs. Kent"
"7172",199,2387,"Patrick Stewart",0,"Captain Jean-Luc Picard"
"7173",199,2388,"Jonathan Frakes",1,"Commander William T. Riker"
"7174",199,1213786,"Brent Spiner",2,"Lieutenant Commander Data"
"7175",199,2390,"LeVar Burton",3,"Lieutenant Commander Geordi La Forge"
"7176",199,2391,"Michael Dorn",4,"Lieutenant Commander Worf"
"7177",199,2392,"Gates McFadden",5,"Commander Beverly Crusher"
"7178",10684,5292,"Denzel Washington",0,"Lieutenant Colonel Nathaniel Serling"
"7179",10684,5344,"Meg Ryan",1,"Captain Karen Emma Walden"
"7180",10684,38560,"Lou Diamond Phillips",2,"Staff Sergeant John Monfriez"
"7181",10684,21030,"Michael Moriarty",3,"Brigadier General Hershberg"
"7182",10684,1892,"Matt Damon",4,"Ilario"
"7183",10684,4689,"Bronson Pinchot",5,"Bruno"
"7184",7095,2157,"Robin Williams",0,"Jack Powell"
"7185",7095,2882,"Diane Lane",1,"Karen Powell"
"7186",7095,50464,"Brian Kerwin",2,"Brian Powell"
"7187",7095,16866,"Jennifer Lopez",3,"Miss Marquez"
"7188",7095,51962,"Bill Cosby",4,"Lawrence Woodruff"
"7189",7095,53122,"Fran Drescher",5,"Dolores Durante"
"7190",10478,1269,"Kevin Costner",0,"Roy 'Tin Cup' McAvoy"
"7191",10478,14343,"Rene Russo",1,"Dr. Molly Griswold"
"7192",10478,25129,"Don Johnson",2,"David Simms"
"7193",10478,11159,"Cheech Marin",3,"Romeo Posar"
"7194",10478,53602,"Linda Hart",4,"Doreen"
"7195",10478,83362,"Dennis Burkley",5,"Earl"
"7196",10988,4430,"Sharon Stone",0,"Nicole Horner"
"7197",10988,6553,"Isabelle Adjani",1,"Mia Baran"
"7198",10988,9046,"Chazz Palminteri",2,"Guy Baran"
"7199",10988,8534,"Kathy Bates",3,"Det. Shirley Vogel"
"7200",10988,8978,"Spalding Gray",4,"Simon Veatch"
"7201",10988,28778,"Shirley Knight",5,"Edie Danziger"
"7202",9304,2232,"Michael Keaton",0,"Doug Kinney"
"7203",9304,1533,"Andie MacDowell",1,"Laura Kinney"
"7204",9304,1166,"Harris Yulin",2,"Leeds"
"7205",9304,26510,"Eugene Levy",3,"Vic"
"7206",9304,186573,"Zack Duhame",4,"Zack Kinney"
"7207",9304,553473,"Katie Schlossberg",5,"Jennifer Kinney"
"7208",9625,23880,"Steven Seagal",0,"Jack Cole"
"7209",9625,35689,"Keenen Ivory Wayans",1,"Jim Campbell"
"7210",9625,4029,"Bob Gunton",2,"Frank Deverell"
"7211",9625,1248,"Brian Cox",3,"Mr. Smith"
"7212",9625,116128,"John M. Jackson",4,"Donald"
"7213",9625,17225,"Michelle Johnson",5,"Jessica"
"7214",9826,1954,"Billy Zane",0,"The Phantom / Kit Walker"
"7215",9826,56128,"Kristy Swanson",1,"Diana Palmer"
"7216",9826,4515,"Treat Williams",2,"Xander Drax"
"7217",9826,1922,"Catherine Zeta-Jones",3,"Sala"
"7218",9826,1736,"James Remar",4,"Quill"
"7219",9826,11398,"Cary-Hiroyuki Tagawa",5,"The Great Kabai Sengh"
"7220",819,4724,"Kevin Bacon",0,"Sean Nokes"
"7221",819,380,"Robert De Niro",1,"Father Bobby"
"7222",819,4483,"Dustin Hoffman",2,"Danny Snyder"
"7223",819,12261,"Jason Patric",3,"Lorenzo 'Shakes' Carcaterra"
"7224",819,287,"Brad Pitt",4,"Michael Sullivan"
"7225",819,51214,"Brad Renfro",5,"Young Michael Sullivan"
"7226",9623,3416,"Demi Moore",0,"Annie Laird"
"7227",9623,7447,"Alec Baldwin",1,"Teacher"
"7228",9623,24045,"Joseph Gordon-Levitt",2,"Oliver Laird"
"7229",9623,8256,"Anne Heche",3,"Juliet"
"7230",9623,4691,"James Gandolfini",4,"Eddie"
"7231",9623,32225,"Lindsay Crouse",5,"Tallow"
"7232",25189,10400,"Barbra Streisand",0,"Rose Morgan"
"7233",25189,1229,"Jeff Bridges",1,"Gregory Larkin"
"7234",25189,517,"Pierce Brosnan",2,"Alex"
"7235",25189,7570,"Lauren Bacall",3,"Hannah Morgan"
"7236",25189,13920,"Mimi Rogers",4,"Claire"
"7237",25189,18364,"George Segal",5,"Henry Fine"
"7238",1645,10297,"Matthew McConaughey",0,"Jake Brigance"
"7239",1645,18277,"Sandra Bullock",1,"Ellen Roark"
"7240",1645,2231,"Samuel L. Jackson",2,"Carl Lee Hailey"
"7241",1645,1979,"Kevin Spacey",3,"Rufus Buckley"
"7242",1645,15852,"Ashley Judd",4,"Carla Brigance"
"7243",1645,55636,"Donald Sutherland",5,"Lucien Wilbanks"
"7244",9306,3084,"Marlon Brando",0,"Dr. Moreau"
"7245",9306,5576,"Val Kilmer",1,"Montgomery"
"7246",9306,11207,"David Thewlis",2,"Douglas"
"7247",9306,826,"Fairuza Balk",3,"Aissa"
"7248",9306,141987,"Daniel Rigney",4,"Hyena-Swine"
"7249",9306,7242,"Temuera Morrison",5,"Azazello"
"7250",21539,5292,"Denzel Washington",0,"Dudley"
"7251",21539,8851,"Whitney Houston",1,"Julia Biggs"
"7252",21539,24047,"Courtney B. Vance",2,"Reverend Henry Biggs"
"7253",21539,66804,"Gregory Hines",3,"Joe Hamilton"
"7254",21539,15899,"Jenifer Lewis",4,"Margueritte Coleman"
"7255",21539,18284,"Loretta Devine",5,"Beverly"
"7256",11062,1158,"Al Pacino",0,"Mayor John Pappas"
"7257",11062,3036,"John Cusack",1,"Kevin Calhoun"
"7258",11062,2233,"Bridget Fonda",2,"Marybeth Cogan"
"7259",11062,1004,"Danny Aiello",3,"Frank Anselmo"
"7260",11062,2641,"Martin Landau",4,"Judge Walter Stern"
"7261",11062,19839,"David Paymer",5,"Abe Goodman"
"7262",9099,67773,"Steve Martin",0,"MSG Ernest G. Bilko"
"7263",9099,707,"Dan Aykroyd",1,"COL John T. Hall"
"7264",9099,14104,"Phil Hartman",2,"MAJ Colin Thorn"
"7265",9099,21104,"Glenne Headly",3,"Rita Robbins"
"7266",9099,15028,"Daryl Mitchell",4,"PFC Wally Holbrook"
"7267",9099,2632,"Chris Rock",5,"1LT Oster"
"7268",10539,1652305,"Paul Terry",0,"James Henry Trotter"
"7269",10539,6199,"Miriam Margolyes",1,"Aunt Sponge / Glowworm (voice)"
"7270",10539,34901,"Joanna Lumley",2,"Aunt Spiker"
"7271",10539,4935,"Pete Postlethwaite",3,"The Magic Man"
