"","movie_id","actor_id","actor_name","billing_order","character"
"1166",13282,16483,"Sylvester Stallone",2,"Machine Gun Joe Viterbo"
"1167",13282,100552,"Mary Woronov",3,"Calamity Jane"
"1168",13282,74352,"Roberta Collins",4,"Matilda the Hun"
"1169",13282,56117,"Martin Kove",5,"Nero the Hero"
"1170",19174,45474,"Rudy Ray Moore",0,"Dolemite"
"1171",19174,109086,"D'Urville Martin",1,"Willie Green"
"1172",19174,108867,"Lady Reed",2,"Queen Bee"
"1173",19174,153535,"Jerry Jones",3,"Blakeley"
"1174",19174,30944,"Cardella Di Milo",4,"Mrs. Edwards"
"1175",19174,107074,"Hy Pyke",5,"Mayor Daley"
"1176",5725,45183,"Shari Eubank",0,"Super Angel / Super Vixen / Wife"
"1177",5725,45163,"Charles Pitts",1,"Clint Ramsey"
"1178",5725,16119,"Charles Napier",2,"Harry Sledge"
"1179",5725,41699,"Uschi Digard",3,"SuperSoul / Telephone Operator"
"1180",5725,45165,"Christy Hartburg",4,"Super Lorna"
"1181",5725,40430,"Colleen Brennan",5,"Super Cherry"
"1182",29473,16897,"Sidney Poitier",0,"Clyde Williams"
"1183",29473,51962,"Bill Cosby",1,"Billy Foster"
"1184",29473,2067,"Calvin Lockhart",2,"Biggie Smalls"
"1185",29473,22384,"John Amos",3,"Kansas City Mack"
"1186",29473,31366,"Jimmie Walker",4,"Bootney Farnsworth"
"1187",29473,15531,"Ossie Davis",5,"Elder Johnson"
"1188",47178,12406,"Paul Le Mat",0,"Bobby Eckert"
"1189",47178,97947,"Dianne Hull",1,"Rose Miller"
"1190",47178,39998,"Tim McIntire",2,"Buford"
"1191",47178,175037,"Leigh French",3,"Donna Sue"
"1192",47178,195061,"Martine Bartlett",4,"Rose's Mother"
"1193",47178,31005,"Noble Willingham",5,"Uncle Charlie"
"1194",10730,1229,"Jeff Bridges",0,"Jack F. Prescott"
"1195",10730,4431,"Jessica Lange",1,"Dwan"
"1196",10730,28164,"Charles Grodin",2,"Fred S. Wilson"
"1197",10730,18649,"John Randolph",3,"Captain Ross"
"1198",10730,9807,"René Auberjonois",4,"Roy Bagley"
"1199",10730,6772,"Julius Harris",5,"Boan"
"1200",100922,14326,"Patsy Kensit",0,"Mytyl"
"1201",100922,13116,"Todd Lookinland",1,"Tyltyl"
"1202",100922,3635,"Elizabeth Taylor",2,"Queen of Light/Mother/Witch/Maternal Love"
"1203",100922,6352,"Jane Fonda",3,"The Night"
"1204",100922,18249,"Cicely Tyson",4,"Tylette"
"1205",100922,25787,"Ava Gardner",5,"Luxury"
"1206",42252,3084,"Marlon Brando",0,"Robert E. Lee Clayton"
"1207",42252,514,"Jack Nicholson",1,"Tom Logan"
"1208",42252,1811,"Randy Quaid",2,"Tittle Tod"
"1209",42252,99885,"Kathleen Lloyd",3,"Jane Braxton"
"1210",42252,8351,"Frederic Forrest",4,"Cary"
"1211",42252,5048,"Harry Dean Stanton",5,"Calvin"
"1212",10649,190,"Clint Eastwood",0,"Insp. Harry Callahan"
"1213",10649,66221,"Tyne Daly",1,"Insp. Kate Moore"
"1214",10649,14785,"Harry Guardino",2,"Lt. Al Bressler"
"1215",10649,18647,"Bradford Dillman",3,"Captain McKay"
"1216",10649,14786,"John Mitchum",4,"Frank DiGiorgio"
"1217",10649,548085,"DeVeren Bookwalter",5,"Bobby Maxwell"
"1218",23479,6837,"Walter Matthau",0,"Coach Morris Buttermaker"
"1219",23479,68890,"Tatum O'Neal",1,"Amanda Whurlitzer"
"1220",23479,83810,"Vic Morrow",2,"Roy Turner"
"1221",23479,14108,"Joyce Van Patten",3,"Cleveland"
"1222",23479,90163,"Ben Piazza",4,"Councilman Whitewood"
"1223",23479,17183,"Jackie Earle Haley",5,"Kelly Leak"
"1224",10803,13919,"Michael York",0,"Logan"
"1225",10803,12518,"Richard Jordan",1,"Francis"
"1226",10803,14464,"Jenny Agutter",2,"Jessica"
"1227",10803,24368,"Roscoe Lee Browne",3,"Box"
"1228",10803,28768,"Farrah Fawcett-Majors",4,"Holly"
"1229",10803,24808,"Michael Anderson Jr.",5,"Doc"
"1230",891,4135,"Robert Redford",0,"Bob Woodward"
"1231",891,4483,"Dustin Hoffman",1,"Carl Bernstein"
"1232",891,5251,"Jack Warden",2,"Harry Rosenfeld"
"1233",891,1936,"Martin Balsam",3,"Howard Simons"
"1234",891,11066,"Hal Holbrook",4,"Deep Throat"
"1235",891,4765,"Jason Robards",5,"Ben Bradlee"
"1236",6883,10017,"Charlton Heston",0,"Capt. Peter Holly"
"1237",6883,11147,"John Cassavetes",1,"Sgt. Chris Button"
"1238",6883,1936,"Martin Balsam",2,"Sam McKeever"
"1239",6883,2222,"Beau Bridges",3,"Mike Ramsay"
"1240",6883,51376,"Marilyn Hassett",4,"Lucy"
"1241",6883,51377,"David Janssen",5,"Steve"
"1242",11558,3460,"Gene Wilder",0,"George Caldwell"
"1243",11558,20362,"Jill Clayburgh",1,"Hildegard 'Hilly' Burns"
"1244",11558,9309,"Richard Pryor",2,"Grover Muldoon"
"1245",11558,2463,"Patrick McGoohan",3,"Roger Devereau"
"1246",11558,13726,"Ned Beatty",4,"Bob Sweet"
"1247",11558,10224,"Clifton James",5,"Sheriff Chauncey"
"1248",10518,4483,"Dustin Hoffman",0,"Thomas 'Babe' Levy"
"1249",10518,3359,"Laurence Olivier",1,"Dr. Christian Szell"
"1250",10518,6355,"Roy Scheider",2,"Henry 'Doc' Levy"
"1251",10518,21416,"William Devane",3,"Janeway"
"1252",10518,25282,"Marthe Keller",4,"Elsa Opel"
"1253",10518,6839,"Fritz Weaver",5,"Professor Biesenthal"
"1254",19610,10400,"Barbra Streisand",0,"Esther Hoffman"
"1255",19610,10823,"Kris Kristofferson",1,"John Norman Howard"
"1256",19610,2048,"Gary Busey",2,"Bobbie Ritchie"
"1257",19610,84915,"Oliver Clark",3,"Gary Danziger"
"1258",19610,84916,"Venetta Fields",4,"The Oreos"
"1259",19610,84917,"Clydie King",5,"The Oreos"
"1260",12268,12446,"Peter Sellers",0,"Chief Inspector Clouseau"
"1261",12268,14503,"Herbert Lom",1,"Dreyfus"
"1262",12268,249,"Leonard Rossiter",2,"Quinlan"
"1263",12268,13329,"Colin Blakely",3,"Drummond"
"1264",12268,14107,"Graham Stark",4,"Hotel Clerk"
"1265",12268,138248,"Byron Kane",5,"Secretary of State"
"1266",32037,16757,"Sophia Loren",0,"Jennifer Rispoli Chamberlain"
"1267",32037,194,"Richard Harris",1,"Dr. Jonathan Chamberlain"
"1268",32037,8349,"Martin Sheen",2,"Robby Navarro"
"1269",32037,12951,"O. J. Simpson",3,"Haley"
"1270",32037,25787,"Ava Gardner",4,"Nicole Dressler"
"1271",32037,13784,"Burt Lancaster",5,"Col. Stephen Mackenzie"
"1272",5228,1229,"Jeff Bridges",0,"Craig Blake"
"1273",5228,35,"Sally Field",1,"Mary Tate Farnsworth"
"1274",5228,1100,"Arnold Schwarzenegger",2,"Joe Santo"
"1275",5228,1107,"R.G. Armstrong",3,"Thor Erickson"
"1276",5228,5139,"Robert Englund",4,"Franklin"
"1277",5228,42155,"Helena Kallianiotes",5,"Anita"
"1278",54613,18364,"George Segal",0,"Charlie 'Dirtwater Fox' Malloy"
"1279",54613,18892,"Goldie Hawn",1,"Amanda Quaid / Duchess Swansbury"
"1280",54613,19403,"Conrad Janis",2,"Gladstone (Widdicombe's assistant)"
"1281",54613,16524,"Thayer David",3,"Josiah Widdicombe (Mormon patriarch)"
"1282",54613,1114286,"Jennifer Lee Pryor",4,"Trollop"
"1283",54613,1197859,"Sid Gould",5,"Rabbi"
"1284",5854,30618,"Barbara Harris",0,"Blanche Tyler"
"1285",5854,6905,"Bruce Dern",1,"George Lumley"
"1286",5854,8963,"Karen Black",2,"Fran"
"1287",5854,21416,"William Devane",3,"Arthur Adamson"
"1288",5854,21523,"Ed Lauter",4,"Joseph Maloney"
"1289",5854,46098,"Cathleen Nesbitt",5,"Julia Rainbird"
"1290",96696,9274,"James Brolin",0,"Clark Gable"
"1291",96696,20362,"Jill Clayburgh",1,"Carole Lombard"
"1292",96696,922,"Allen Garfield",2,"Louis B. Mayer"
"1293",96696,7503,"Red Buttons",3,"Ivan Cooper"
"1294",96696,16051,"Joanne Linville",4,"Ria Gable"
"1295",96696,83313,"Melanie Mayron",5,"Dixie"
"1296",10970,14639,"Mel Brooks",0,"Mel Funn"
"1297",10970,29802,"Marty Feldman",1,"Marty Eggs"
"1298",10970,6844,"Dom DeLuise",2,"Dom Bell"
"1299",10970,8902,"Sid Caesar",3,"Studio Chief"
"1300",10970,14833,"Harold Gould",4,"Engulf"
"1301",10970,72680,"Ron Carey",5,"Devour"
"1302",11422,10017,"Charlton Heston",0,"Capt. Matthew Garth"
"1303",11422,4958,"Henry Fonda",1,"Adm. Chester W. Nimitz"
"1304",11422,5563,"James Coburn",2,"Capt. Vinton Maddox"
"1305",11422,3381,"Glenn Ford",3,"Rear Admiral Raymond A. Spruance"
"1306",11422,11066,"Hal Holbrook",4,"Cmdr. Joseph Rochefort"
"1307",11422,10158,"Robert Mitchum",5,"Vice Adm. William F. 'Bull' Halsey Jr."
"1308",10774,6450,"Faye Dunaway",0,"Diana Christensen"
"1309",10774,8252,"William Holden",1,"Max Schumacher"
"1310",10774,29903,"Peter Finch",2,"Howard Beale"
"1311",10774,3087,"Robert Duvall",3,"Frank Hackett"
"1312",10774,13726,"Ned Beatty",4,"Arthur Jensen"
"1313",10774,10083,"Beatrice Straight",5,"Louise Schumacher"
"1314",10747,190,"Clint Eastwood",0,"Josey Wales"
"1315",10747,66670,"Chief Dan George",1,"Lone Watie"
"1316",10747,66223,"Sondra Locke",2,"Laura Lee"
"1317",10747,16555,"Bill McKinney",3,"Terrill"
"1318",10747,17580,"John Vernon",4,"Fletcher"
"1319",10747,734,"Paula Trueman",5,"Grandma Sarah"
"1320",26176,21462,"Raquel Welch",0,"Jugs"
"1321",26176,51962,"Bill Cosby",1,"Mother"
"1322",26176,1037,"Harvey Keitel",2,"Speed"
"1323",26176,922,"Allen Garfield",3,"Harry Fishbine"
"1324",26176,8262,"L.Q. Jones",4,"Davey"
"1325",26176,52374,"Bruce Davison",5,"Leroy"
"1326",794,8487,"Gregory Peck",0,"Robert Thorn"
"1327",794,855,"Lee Remick",1,"Katherine Thorn"
"1328",794,2076,"David Warner",2,"Keith Jennings"
"1329",794,8226,"Billie Whitelaw",3,"Mrs. Baylock"
"1330",794,11839,"Harvey Stephens",4,"Damien Thorn"
"1331",794,11840,"Patrick Troughton",5,"Father Brennan"
"1332",10640,8949,"Peter Fonda",0,"Chuck Browning"
"1333",10640,10401,"Blythe Danner",1,"Tracy Ballard"
"1334",10640,65505,"Arthur Hill",2,"Dr. Duffy"
"1335",10640,14528,"Yul Brynner",3,"The Gunslinger"
"1336",10640,15213,"John P. Ryan",4,"Dr. Mort Schneider"
"1337",10640,41406,"Stuart Margolin",5,"Harry Croft"
"1338",103,380,"Robert De Niro",0,"Travis Bickle"
"1339",103,1038,"Jodie Foster",1,"Iris"
"1340",103,1036,"Cybill Shepherd",2,"Betsy"
"1341",103,1037,"Harvey Keitel",3,"Sport"
"1342",103,1039,"Peter Boyle",4,"Wizard"
"1343",103,1040,"Leonard Harris",5,"Charles Palantine"
"1344",7340,5606,"Sissy Spacek",0,"Carrie"
"1345",7340,6721,"Piper Laurie",1,"Margaret White"
"1346",7340,27563,"Amy Irving",2,"Sue Snell"
"1347",7340,45415,"William Katt",3,"Tommy Ross"
"1348",7340,8891,"John Travolta",4,"Billy Nolan"
"1349",7340,44038,"Nancy Allen",5,"Chris Hargenson"
"1350",4780,19153,"Cliff Robertson",0,"Michael Courtland"
"1351",4780,35341,"Geneviève Bujold",1,"Elizabeth Courtland / Sandra Portinari"
"1352",4780,12074,"John Lithgow",2,"Robert Lasalle"
"1353",4780,39426,"Sylvia Kuumba Williams",3,"Maid"
"1354",4780,39427,"Wanda Blackman",4,"Amy Courtland"
"1355",4780,12439,"J. Patrick McNamara",5,"Third Kidnapper"
"1356",42239,15048,"Robby Benson",0,"Billy Joe McAllister"
"1357",42239,59962,"Glynnis O'Connor",1,"Bobbie Lee Hartley"
"1358",42239,132874,"Joan Hotchkis",2,"Anna 'Mama' Hartley"
"1359",42239,63116,"Terence Goodman",3,"James Hartley"
"1360",42239,106726,"Sandy McPeak",4,"Glenn 'Papa' Hartley"
"1361",42239,40185,"James Best",5,"Dewey Barksdale"
"1362",1366,16483,"Sylvester Stallone",0,"Robert 'Rocky' Balboa"
"1363",1366,3094,"Talia Shire",1,"Adrianna 'Adrian' Pennino"
"1364",1366,4521,"Burt Young",2,"Paulie Pennino"
"1365",1366,1101,"Carl Weathers",3,"Apollo Creed"
"1366",1366,16523,"Burgess Meredith",4,"Mickey Goldmill"
"1367",1366,16524,"Thayer David",5,"George 'Miles' Jergens"
"1368",5002,16431,"Sam Elliott",0,"Rick Carlson"
"1369",5002,40551,"Stephen Young",1,"Larry"
"1370",5002,10427,"Anne Archer",2,"Cathy"
"1371",5002,40550,"Parker Stevenson",3,"Chris Randall"
"1372",5002,8183,"Kathleen Quinlan",4,"Wendy"
"1373",5002,40553,"Sharon Clark",5,"Tina"
"1374",21241,141,"David Carradine",0,"Coy ""Cannonball"" Buckman"
"1375",21241,16555,"Bill McKinney",1,"Cade Redman"
"1376",21241,42176,"Veronica Hamel",2,"Linda Maxwell"
"1377",21241,26283,"Gerrit Graham",3,"Perman Waters"
"1378",21241,62036,"Robert Carradine",4,"Jim Crandell"
"1379",21241,16173,"Belinda Balaski",5,"Maryann"
"1380",21950,21876,"Yvette Mimieux",0,"Dinah Hunter"
"1381",21950,2176,"Tommy Lee Jones",1,"Coley Blake"
"1382",21950,62036,"Robert Carradine",2,"Bobby Ray"
"1383",21950,35516,"Howard Hesseman",3,"David"
"1384",21950,31024,"Betty Thomas",4,"Waitress"
"1385",21950,67767,"Hal Needham",5,"Chief of Fallsburg Police"
"1386",370378,46868,"Gunn Wållgren",0,"Gregor's Mother"
"1387",370378,113538,"Peter Schildt",1,"Gregor Samsa"
"1388",370378,112866,"Ernst Günther",2,"The father"
"1389",370378,131075,"Grynet Molvig",3,"The singer"
"1390",370378,3855,"Per Oscarsson",4,""
"1391",370378,5309323,"Inga-Lill Carlsson",5,"Gregor's Sister"
"1392",1129566,9851,"Leonard Bernstein",0,"Himself"
"1393",1129563,9851,"Leonard Bernstein",0,"Himself"
"1394",1127534,9851,"Leonard Bernstein",0,"Himself"
"1395",1127529,9851,"Leonard Bernstein",0,"Himself"
"1396",1127509,9851,"Leonard Bernstein",0,"Himself"
"1397",1127266,9851,"Leonard Bernstein",0,"Himself"
"1398",5902,21605,"Dirk Bogarde",0,"Lt. Gen. Frederick Browning"
"1399",5902,3085,"James Caan",1,"SSgt. Eddie Dohun"
"1400",5902,3895,"Michael Caine",2,"Lt. Col. John O.E. Vandeleur"
"1401",5902,738,"Sean Connery",3,"Maj. Gen. Robert E. Urquhart"
"1402",5902,9126,"Edward Fox",4,"Lt. Gen. Brian G. Horrocks"
"1403",5902,4135,"Robert Redford",5,"Maj. Julian Cook"
"1404",38985,6355,"Roy Scheider",0,"Scanlon / ""Dominguez"""
"1405",38985,32364,"Bruno Cremer",1,"Victor Manzon / ""Serrano"""
"1406",38985,9768,"Francisco Rabal",2,"Nilo"
"1407",38985,20115,"Amidou",3,"Kassem / ""Martinez"""
"1408",38985,33060,"Ramon Bieri",4,"Corlette"
"1409",38985,3476,"Peter Capell",5,"Lartigue"
"1410",840,3037,"Richard Dreyfuss",0,"Roy Neary"
"1411",840,1650,"François Truffaut",1,"Claude Lacombe"
"1412",840,8437,"Teri Garr",2,"Ronnie Neary"
"1413",840,4778,"Melinda Dillon",3,"Jillian Guiler"
"1414",840,12438,"Bob Balaban",4,"David Laughlin"
"1415",840,12439,"J. Patrick McNamara",5,"Project Leader"
"1416",25763,1933,"George Peppard",0,"Maj. Eugene Denton"
"1417",25763,83037,"Jan-Michael Vincent",1,"Tanner"
"1418",25763,24590,"Dominique Sanda",2,"Janice"
"1419",25763,1818,"Paul Winfield",3,"Keegan"
"1420",25763,151447,"Kip Niven",4,"Lt. Tom Perry"
"1421",25763,17183,"Jackie Earle Haley",5,"Billy"
"1422",11586,5341,"Richard Burton",0,"Father Philip Lamont"
"1423",11586,37366,"Linda Blair",1,"Regan MacNeil"
"1424",11586,7071,"Louise Fletcher",2,"Dr. Gene Tuskin"
"1425",11586,2201,"Max von Sydow",3,"Father Lankester Merrin"
"1426",11586,57921,"Kitty Winn",4,"Sharon Spencer"
"1427",11586,4112,"Paul Henreid",5,"The Cardinal"
"1428",12637,66776,"Liza Minnelli",0,"Francine Evans"
"1429",12637,380,"Robert De Niro",1,"Jimmy Doyle"
"1430",12637,4969,"Lionel Stander",2,"Tony Harwell"
"1431",12637,73194,"Barry Primus",3,"Paul Wilson"
"1432",12637,5960,"Mary Kay Place",4,"Bernice Bennett"
"1433",12637,2563,"George Memmoli",5,"Nicky"
"1434",11,2,"Mark Hamill",0,"Luke Skywalker"
"1435",11,3,"Harrison Ford",1,"Han Solo"
"1436",11,4,"Carrie Fisher",2,"Princess Leia Organa"
"1437",11,5,"Peter Cushing",3,"Grand Moff Tarkin"
"1438",11,12248,"Alec Guinness",4,"Obi-Wan ""Ben"" Kenobi"
"1439",11,6,"Anthony Daniels",5,"C-3PO"
"1440",20416,8606,"Robert Shaw",0,"Romer Treece"
"1441",20416,14061,"Jacqueline Bisset",1,"Gail Berke"
"1442",20416,1733,"Nick Nolte",2,"David Sanders"
"1443",20416,20959,"Louis Gossett Jr.",3,"Henri Cloche"
"1444",20416,3265,"Eli Wallach",4,"Adam Coffin"
"1445",20416,76065,"Robert Tessier",5,"Kevin"
"1446",31037,8487,"Gregory Peck",0,"Douglas MacArthur"
"1447",31037,103733,"Ivan Bonar",1,"Lt. Gen. Richard K. Sutherland"
"1448",31037,107549,"Ward Costello",2,"Gen. George C. Marshall"
"1449",31037,13731,"Nicolas Coster",3,"Colonel Sidney Huff"
"1450",31037,16047,"Marj Dusay",4,"Jean MacArthur"
"1451",31037,70746,"Ed Flanders",5,"President Harry S. Truman"
"1452",10670,18364,"George Segal",0,"Harry Calder"
"1453",10670,12149,"Richard Widmark",1,"Agent Hoyt"
"1454",10670,19207,"Timothy Bottoms",2,"Young Man"
"1455",10670,14785,"Harry Guardino",3,"Keefer"
"1456",10670,30043,"Susan Strasberg",4,"Fran"
"1457",10670,4958,"Henry Fonda",5,"Simon Davenport"
"1458",50374,8606,"Robert Shaw",0,"Kabakov"
"1459",50374,6905,"Bruce Dern",1,"Lander"
"1460",50374,25282,"Marthe Keller",2,"Dahlia"
"1461",50374,6839,"Fritz Weaver",3,"FBI Agent Sam Corley"
"1462",50374,76019,"Steven Keats",4,"Moshevsky"
"1463",50374,128926,"Bekim Fehmiu",5,"Fasil"
"1464",25388,193,"Gene Hackman",0,"Major William Sherman Foster"
"1465",25388,15140,"Terence Hill",1,"Marco Segrain"
"1466",25388,50,"Catherine Deneuve",2,"Simone Picard"
"1467",25388,2201,"Max von Sydow",3,"François Marneau"
"1468",25388,65,"Ian Holm",4,"El Krim"
"1469",25388,41224,"Jack O'Halloran",5,"Ivan"
"1470",42222,6352,"Jane Fonda",0,"Lillian Hellman"
"1471",42222,13333,"Vanessa Redgrave",1,"Julia"
"1472",42222,4765,"Jason Robards",2,"Dashiell Hammett"
"1473",42222,12150,"Maximilian Schell",3,"Johann"
"1474",42222,11066,"Hal Holbrook",4,"Alan"
"1475",42222,8492,"Rosemary Murphy",5,"Dorothy Parker"
"1476",11319,64930,"Bob Newhart",0,"Bernard (voice)"
"1477",11319,44714,"Eva Gabor",1,"Miss Bianca (voice)"
"1478",11319,41283,"Geraldine Page",2,"Madame Medusa (voice)"
"1479",11319,23586,"Joe Flynn",3,"Mr. Snoops (voice)"
"1480",11319,7520,"Jeanette Nolan",4,"Ellie Mae (voice)"
"1481",11319,21460,"Pat Buttram",5,"Luke (voice)"
"1482",42217,1158,"Al Pacino",0,"Bobby"
"1483",42217,25282,"Marthe Keller",1,"Lillian"
"1484",42217,24475,"Anny Duperey",2,"Lydia"
"1485",42217,81734,"Walter McGinn",3,"The Brother"
"1486",42217,5567,"Romolo Valli",4,"Uncle Luigi"
"1487",42217,3833,"Van Doude",5,"The Flutist"
"1488",7227,3151,"Jack Lemmon",0,"Don Gallagher"
"1489",7227,30123,"Lee Grant",1,"Karen Wallace"
"1490",7227,30585,"Brenda Vaccaro",2,"Eve Clayton"
"1491",7227,7664,"Joseph Cotten",3,"Nicholas St. Downs III"
"1492",7227,8725,"Olivia de Havilland",4,"Emily Livingston"
"1493",7227,7333,"Darren McGavin",5,"Stan Buchek"
"1494",11590,3636,"Paul Newman",0,"Reggie 'Reg' Dunlop"
"1495",11590,8260,"Strother Martin",1,"Joe McGrath"
"1496",11590,6678,"Michael Ontkean",2,"Ned Braden"
"1497",11590,70241,"Jennifer Warren",3,"Francine Dunlop"
"1498",11590,32225,"Lindsay Crouse",4,"Lily Braden"
"1499",11590,51517,"Jerry Houser",5,"Dave 'Killer' Carlson"
"1500",17689,190,"Clint Eastwood",0,"Ben Shockley"
"1501",17689,66223,"Sondra Locke",1,"Gus Mally"
"1502",17689,3798,"Pat Hingle",2,"Josephson"
"1503",17689,46099,"William Prince",3,"Blakelock"
"1504",17689,16555,"Bill McKinney",4,"Constable"
"1505",17689,101172,"Michael Cavanaugh",5,"Feyderspiel"
"1506",11935,827,"Elliott Gould",0,"Robert Caulfield"
"1507",11935,9274,"James Brolin",1,"Col. Charles Brubaker"
"1508",11935,30585,"Brenda Vaccaro",2,"Kay Brubaker"
"1509",11935,8975,"Sam Waterston",3,"Lt. Col. Peter Willis"
"1510",11935,12951,"O. J. Simpson",4,"Cmdr. John Walker"
"1511",11935,11066,"Hal Holbrook",5,"Dr. James Kelloway"
"1512",24109,18364,"George Segal",0,"Dick Harper"
"1513",24109,6352,"Jane Fonda",1,"Jane Harper"
"1514",24109,112884,"Ed McMahon",2,"Charlie Blanchard"
"1515",24109,81846,"Richard Gautier",3,"Dr. Will"
"1516",24109,51518,"Allan Miller",4,"Loan Company Manager"
"1517",24109,1382489,"Hank Garcia",5,"Raoul Esteban"
"1518",11006,16475,"Burt Reynolds",0,"Bo 'Bandit' Darville"
"1519",11006,35,"Sally Field",1,"Carrie 'Frog'"
"1520",11006,67764,"Jerry Reed",2,"Cledus 'Snowman' Snow"
"1521",11006,14882,"Jackie Gleason",3,"Sheriff Buford T. Justice"
"1522",11006,40595,"Mike Henry",4,"Junior Justice"
"1523",11006,35040,"Paul Williams",5,"Little Enos"
"1524",12535,14639,"Mel Brooks",0,"Dr. Richard H. Thorndyke"
"1525",12535,29803,"Madeline Kahn",1,"Victoria Brisbane"
"1526",12535,9599,"Cloris Leachman",2,"Nurse Charlotte Diesel"
"1527",12535,13640,"Harvey Korman",3,"Dr. Charles Montague"
"1528",12535,72680,"Ron Carey",4,"Brophy"
"1529",12535,27517,"Howard Morris",5,"Professor Lilloman"
"1530",703,1243,"Woody Allen",0,"Alvy Singer"
"1531",703,3092,"Diane Keaton",1,"Annie Hall"
"1532",703,10555,"Tony Roberts",2,"Rob"
"1533",703,10556,"Carol Kane",3,"Allison"
"1534",703,10557,"Paul Simon",4,"Tony Lacey"
"1535",703,10409,"Shelley Duvall",5,"Pam"
"1536",36748,1447556,"Claire Williams",0,"Marcella"
"1537",36748,8895,"Didi Conn",1,"Raggedy Ann (voice)"
"1538",36748,116102,"Mark Baker",2,"Raggedy Andy (voice)"
"1539",36748,66295,"Fred Stuthman",3,"The Camel with the Wrinkled Knees (voice)"
"1540",36748,194013,"Niki Flacks",4,"Babette (voice)"
"1541",36748,1228071,"George S. Irving",5,"The Captain (voice)"
"1542",11009,8891,"John Travolta",0,"Tony Manero"
"1543",11009,67787,"Karen Lynn Gorney",1,"Stephanie"
"1544",11009,62014,"Barry Miller",2,"Bobby C."
"1545",11009,67788,"Joseph Cali",3,"Joey"
"1546",11009,174563,"Paul Pape",4,"Double J."
"1547",11009,1216751,"Donna Pescow",5,"Annette"
"1548",11940,30560,"Patrick Wayne",0,"Sinbad"
"1549",11940,37916,"Taryn Power",1,"Dione"
"1550",11940,10223,"Jane Seymour",2,"Princess Farah"
"1551",11940,11840,"Patrick Troughton",3,"Melanthius"
"1552",11940,114644,"Kurt Christian",4,"Rafi"
"1553",11940,2980,"Nadim Sawalha",5,"Hassan"
"1554",83061,31903,"Henry Winkler",0,"Jack Dunne"
"1555",83061,35,"Sally Field",1,"Carol Bell"
"1556",83061,3,"Harrison Ford",2,"Ken Boyd"
"1557",83061,3014,"Val Avery",3,"Mel"
"1558",83061,172587,"Olivia Cole",4,"Jane Adcox"
"1559",83061,111214,"Hector Elias",5,"Dr. Elias"
"1560",142058,45415,"William Katt",0,"Elgin Smith"
"1561",142058,94814,"Susan Dey",1,"Caroline Hedges"
"1562",142058,11512,"John Heard",2,"David Bonner"
"1563",142058,821,"Beverly D'Angelo",3,"Shelley"
"1564",142058,1162,"Robert Loggia",4,"John March"
"1565",142058,141585,"Tom Lacy",5,"Professor Oxtan"
"1566",16220,33482,"Bob Holt",0,"Avatar (voice)"
"1567",16220,109010,"Jesse Welles",1,"Elinore (voice)"
"1568",16220,2557,"Richard Romanus",2,"Weehawk (voice)"
"1569",16220,2555,"David Proval",3,"Peace (voice)"
"1570",16220,2,"Mark Hamill",4,"Sean (voice)"
"1571",16220,1502965,"Jim Connell",5,"President (voice)"
"1572",41662,10409,"Shelley Duvall",0,"Mildred ""Millie"" Lammoreaux"
"1573",41662,5606,"Sissy Spacek",1,"Mildred ""Pinky"" Rose"
"1574",41662,20604,"Janice Rule",2,"Willie Hart"
"1575",41662,166790,"Robert Fortier",3,"Edgar Hart"
"1576",41662,67761,"Ruth Nelson",4,"Mrs. Rose"
"1577",41662,31497,"John Cromwell",5,"Mr. Rose"
"1578",99846,11163,"John Saxon",0,"J.B. Johnson"
"1579",99846,160524,"Susan Howard",1,"Dot Hammer"
"1580",99846,16412,"William Conrad",2,"Jack Starkey"
"1581",99846,13869,"Morgan Woodward",3,""
"1582",99846,45469,"Claudia Jennings",4,"Betty Hammer"
"1583",99846,9596,"Jeff Corey",5,"Hagen"
"1584",71996,5694,"Robert Forster",0,"Glen Wilson"
"1585",71996,26490,"Fiona Lewis",1,"B.J. Parswell"
"1586",71996,101752,"Ray Sharkey",2,"Paul Salerno"
"1587",71996,593,"Joanna Cassidy",3,"Patti Johnson"
"1588",71996,10194,"Bruce Glover",4,"Chuck Johnson"
"1589",71996,97878,"Richard Lynch",5,"Pete Lustig"
"1590",30315,1748,"William Shatner",0,"Dr. Robert 'Rack' Hansen"
"1591",30315,99837,"Tiffany Bolling",1,"Diane Ashley"
"1592",30315,4963,"Woody Strode",2,"Walter Colby"
"1593",30315,99900,"Lieux Dressler",3,"Emma Washburn"
"1594",30315,101761,"David McLean",4,"Sheriff Gene Smith"
"1595",30315,106054,"Natasha Ryan",5,"Linda Hansen"
"1596",42218,13637,"Joan Collins",0,"Marilyn Fryser"
"1597",42218,16035,"Robert Lansing",1,"Dan Stokely"
"1598",42218,42162,"John David Carson",2,"Joe Morrison"
"1599",42218,12692,"Albert Salmi",3,"Sheriff Art Kincade"
"1600",42218,40186,"Jacqueline Scott",4,"Margaret Ellis"
"1601",42218,151423,"Pamela Susan Shoop",5,"Coreen Bradford"
"1602",11834,383,"Michael Palin",0,"Dennis Cooper"
"1603",11834,40948,"Harry H. Corbett",1,"Squire"
"1604",11834,14264,"John Le Mesurier",2,"Passelewe"
"1605",11834,94713,"Warren Mitchell",3,"Mr. Fishfinger"
"1606",11834,70654,"Max Wall",4,"King Bruno the Questionable"
